site,hostname,ip_address,position,model,serial_number,port_location,vendor,notes,end_of_sale,end_of_support
AZ-Alameda-DC,,,SFP,SFP,JUR19130YZT     ,,Unknown,Transceiver(slot:9-port:3),,
AZ-Alameda-DC,,,SFP,SFP,ECL141200Z1     ,,Unknown,Transceiver(slot:9-port:4),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130Z07     ,,Unknown,Transceiver(slot:9-port:5),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130ZL3     ,,Unknown,Transceiver(slot:9-port:6),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130RG8     ,,Unknown,Transceiver(slot:9-port:9),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130ZKH     ,,Unknown,Transceiver(slot:9-port:10),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130UZ3     ,,Unknown,Transceiver(slot:9-port:12),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130V7P     ,,Unknown,Transceiver(slot:9-port:13),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130V5F     ,,Unknown,Transceiver(slot:9-port:14),,
AZ-Alameda-DC,,,SFP,SFP,FNS20230TY7     ,,Unknown,Transceiver(slot:9-port:15),,
AZ-Alameda-DC,,,SFP,SFP,FNS20230TY0     ,,Unknown,Transceiver(slot:9-port:16),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130UYW     ,,Unknown,Transceiver(slot:9-port:17),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130RGR     ,,Unknown,Transceiver(slot:9-port:18),,
AZ-Alameda-DC,,,SFP,SFP,ECL141200YJ     ,,Unknown,Transceiver(slot:9-port:19),,
AZ-Alameda-DC,,,SFP,SFP,ECL1524016B     ,,Unknown,Transceiver(slot:9-port:20),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130U16     ,,Unknown,Transceiver(slot:9-port:36),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130ZRK     ,,Unknown,Transceiver(slot:10-port:1),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130ZRV     ,,Unknown,Transceiver(slot:10-port:2),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130ZWT     ,,Unknown,Transceiver(slot:10-port:4),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130Z57     ,,Unknown,Transceiver(slot:10-port:5),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130TK1     ,,Unknown,Transceiver(slot:10-port:6),,
AZ-Alameda-DC,,,SFP,SFP,JUR19130G5F     ,,Unknown,Transceiver(slot:10-port:25),,
AZ-Alameda-DC,,,SFP,SFP,ECL141200YH     ,,Unknown,Transceiver(slot:10-port:26),,
AZ-Alameda-DC,,,SFP,SFP,ECL141104JD     ,,Unknown,Transceiver(slot:10-port:36),,
AZ-Alameda-DC,,,SFP,SFP,ECL141200YR     ,,Unknown,Transceiver(slot:10-port:48),,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 2 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 2 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 2 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 3 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 3 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 3 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 4 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 4 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/1 Lane 4 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 2 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 2 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 2 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 3 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 3 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 3 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 4 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 4 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/3 Lane 4 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 2 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 2 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 2 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 3 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 3 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 3 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 4 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 4 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/5 Lane 4 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 2 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 2 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 2 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 3 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 3 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 3 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 4 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 4 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/7 Lane 4 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 2 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 2 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 2 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 3 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 3 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 3 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 4 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 4 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/9 Lane 4 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 2 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 2 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 2 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 3 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 3 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 3 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 4 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 4 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet1/11 Lane 4 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/1 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/1 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/1 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/2 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/2 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/2 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/3 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/3 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/3 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/4 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/4 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/4 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/5 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/5 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/5 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/6 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/6 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/6 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/9 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/9 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/9 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/10 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/10 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/10 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/12 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/12 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/12 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/13 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/13 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/13 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/14 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/14 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/14 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/15 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/15 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/15 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/16 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/16 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/16 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/17 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/17 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/17 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/18 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/18 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/18 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/19 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/19 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/19 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/20 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/20 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/20 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/36 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/36 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet9/36 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/1 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/1 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/1 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/2 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/2 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/2 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/4 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/4 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/4 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/5 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/5 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/5 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/6 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/6 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/6 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/25 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/25 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/25 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/26 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/26 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/26 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/36 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/36 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/36 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/48 Lane 1 Transceiver Voltage Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/48 Lane 1 Transceiver Bias Current Sensor,,
AZ-Alameda-DC,,,SFP,SFP,"""""",,Unknown,Ethernet10/48 Lane 1 Transceiver Temperature Sensor,,
AZ-Alameda-DC,AL-7000-02-PCI,10.101.100.201,Standalone,,,,Cisco,,,
AZ-Alameda-DC,,,Module,,JAE191208KU,10/40 Gbps Ethernet Module,Cisco,,,
AZ-Alameda-DC,,,Module,,JAE1915031M,Supervisor Module-2,Cisco,,,
AZ-Alameda-DC,,,Module,,JAE1915032L,Supervisor Module-2,Cisco,,,
AZ-Alameda-DC,,,Module,,JAE19100084,10/40 Gbps Ethernet Module,Cisco,,,
AZ-Alameda-DC,,,Module,,JAE191208L7,10/40 Gbps Ethernet Module,Cisco,,,
AZ-Alameda-DC,,,Module,,JAE191509AC,1/10 Gbps Ethernet Module,Cisco,,,
AZ-Alameda-DC,,,Module,,JAE191509D6,1/10 Gbps Ethernet Module,Cisco,,,
AZ-Alameda-DC,,,Module,,JAF1903ACEK,Fabric card module,Cisco,,,
AZ-Alameda-DC,,,Module,,JAF1903ACGA,Fabric card module,Cisco,,,
AZ-Alameda-DC,,,Module,,JAF1903ACKF,Fabric card module,Cisco,,,
AZ-Alameda-DC,,,Module,,JAF1903ACFF,Fabric card module,Cisco,,,
AZ-Alameda-DC,,,Module,,JAF1903ACFN,Fabric card module,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-1 FwdEngine-1,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-1 FwdEngine-2,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-1 FwdEngine-3,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-1 FwdEngine-4,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-1 FwdEngine-5,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-1 FwdEngine-6,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-5 FwdEngine-1,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-6 FwdEngine-1,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-7 FwdEngine-1,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-7 FwdEngine-2,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-7 FwdEngine-3,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-7 FwdEngine-4,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-7 FwdEngine-5,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-7 FwdEngine-6,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-8 FwdEngine-1,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-8 FwdEngine-2,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-8 FwdEngine-3,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-8 FwdEngine-4,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-8 FwdEngine-5,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-8 FwdEngine-6,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-1,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-2,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-3,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-4,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-5,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-6,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-7,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-8,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-9,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-10,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-11,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-9 FwdEngine-12,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-1,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-2,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-3,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-4,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-5,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-6,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-7,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-8,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-9,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-10,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-11,Cisco,,,
AZ-Alameda-DC,,,Module,,"""""",module-10 FwdEngine-12,Cisco,,,
AZ-Alameda-DC,,,Module,,MTC191101HG     ,Transceiver(slot:9-port:7),Cisco,,,
AZ-Alameda-DC,,,Module,,00000MTC141109B5,Transceiver(slot:9-port:8),Cisco,,,
AZ-Alameda-DC,,,Module,,00000MTC133904Z0,Transceiver(slot:9-port:11),Cisco,,,
AZ-Alameda-DC,,,Module,,AVC23222566     ,Transceiver(slot:9-port:21),Cisco,,,
AZ-Alameda-DC,,,Module,,00000MTC141303SV,Transceiver(slot:9-port:22),Cisco,,,
AZ-Alameda-DC,,,Module,,AGM2042464S     ,Transceiver(slot:9-port:23),Cisco,,,
AZ-Alameda-DC,,,Module,,MTC22380Q2J     ,Transceiver(slot:9-port:25),Cisco,,,
