Site Name,Site ID,Circuit Purpose,DSR Provider,DSR Provider (Normalized),ARIN Provider,ARIN Provider (Normalized),Match Status,Match Score,Match Reason,DSR Speed,DSR Cost,DSR IP,Matched WAN Port,WAN1 IP,WAN1 ARIN Provider,WAN2 IP,WAN2 ARIN Provider
TXS 07,TXS 07 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,76.199.50.89,WAN2,97.105.126.54,Charter Communications,76.199.50.89,AT&T
TXS 08,TXS 08,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,1000.0M x 50.0M,$355.56,70.113.225.54,WAN1,70.113.225.54,Charter Communications,10.0.0.2,Private IP
TXS 09,TXS 09,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$240.04,76.255.15.17,WAN1,76.255.15.17,AT&T,71.41.12.254,STARBUCKS
TXS 09,TXS 09 -B,Secondary,Spectrum,spectrum,STARBUCKS,starbucks,No Match,57,"Low similarity (scores: 47, 57, 47)",750.0M x 35.0M,$172.23,71.41.12.254,WAN2,76.255.15.17,AT&T,71.41.12.254,STARBUCKS
TXS 11,TXS 11,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,150.220.208.238,WAN1,150.220.208.238,Charter Communications,162.202.72.217,AT&T
TXS 11,TXS 11- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,162.202.72.217,WAN2,150.220.208.238,Charter Communications,162.202.72.217,AT&T
TXS 12,TXS 12,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,97.105.18.226,WAN2,104.51.41.117,AT&T,97.105.18.226,Charter Communications
TXS 13,TXS 13 -B,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,67.79.227.50,WAN2,108.213.53.73,AT&T,67.79.227.50,Charter Communications
TXS 13,TXS 13,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.213.53.73,WAN1,108.213.53.73,AT&T,67.79.227.50,Charter Communications
TXS 14,TXS 14,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,70.113.230.246,WAN2,104.4.82.129,AT&T,70.113.230.246,Charter Communications
TXS 14,TXS 14- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,104.4.82.129,WAN1,104.4.82.129,AT&T,70.113.230.246,Charter Communications
TXS 15,TXS 15,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,67.79.106.110,WAN1,67.79.106.110,Charter Communications,104.48.156.169,AT&T
TXS 15,TXS 15 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.48.156.169,WAN2,67.79.106.110,Charter Communications,104.48.156.169,AT&T
TXS 16,TXS 16,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,600.0M x 35.0M,$172.23,150.220.131.54,WAN2,76.255.8.185,AT&T,150.220.131.54,Charter Communications
TXS 16,TXS 16 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,76.255.8.185,WAN1,76.255.8.185,AT&T,150.220.131.54,Charter Communications
TXS 17,TXS 17,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,24.173.84.122,WAN1,24.173.84.122,Charter Communications,108.224.182.89,AT&T
TXS 17,TXS 17 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.224.182.89,WAN2,24.173.84.122,Charter Communications,108.224.182.89,AT&T
TXS 18,TXS 18,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,97.105.101.162,WAN1,97.105.101.162,Charter Communications,66.217.153.158,Windstream Communications LLC
TXS 18,TXS 18 -B,Secondary,EB2-Windstream Fiber,eb2-windstream,Windstream Communications LLC,windstream communications llc,Match,100,Special case: windstream <-> windstream communications,500.0M x 500.0M,$209.00,66.217.153.158,WAN2,97.105.101.162,Charter Communications,66.217.153.158,Windstream Communications LLC
TXS 19,TXS 19,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,150.220.131.50,WAN1,150.220.131.50,Charter Communications,108.213.53.97,AT&T
TXS 19,TXS 19 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.213.53.97,WAN2,150.220.131.50,Charter Communications,108.213.53.97,AT&T
TXS 20,TXS 20,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,24.153.161.206,WAN1,24.153.161.206,Charter Communications,107.195.75.249,AT&T
TXS 20,TXS 20 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.195.75.249,WAN2,24.153.161.206,Charter Communications,107.195.75.249,AT&T
TXS 21,TXS 21,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,70.113.232.82,WAN1,70.113.232.82,Charter Communications,76.199.52.217,AT&T
TXS 21,TXS 21 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,76.199.52.217,WAN2,70.113.232.82,Charter Communications,76.199.52.217,AT&T
TXS 22,TXS 22,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,98.6.120.34,WAN1,98.6.120.34,Charter Communications,108.224.180.137,AT&T
TXS 22,TXS 22 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,108.224.180.137,WAN2,98.6.120.34,Charter Communications,108.224.180.137,AT&T
TXS 23,TXS 23,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,67.78.107.122,WAN1,67.78.107.122,Charter Communications,69.166.64.173,"Guadalupe Valley Telephone Cooperative,"
TXS 23,TXS 23- B,Secondary,GVTC Communications,gvtc communications,"Guadalupe Valley Telephone Cooperative,",guadalupe valley telephone cooperative,No Match,39,"Low similarity (scores: 32, 39, 32)",250.0M x 250.0M,$74.95,69.166.64.173,WAN2,67.78.107.122,Charter Communications,69.166.64.173,"Guadalupe Valley Telephone Cooperative,"
TXS 24,TXS 24,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,67.79.241.126,WAN2,192.168.1.64,Private IP,67.79.241.126,Charter Communications
TXS 25,TXS 25,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,64.183.186.214,WAN1,64.183.186.214,Charter Communications,192.168.0.151,Private IP
TXS 26,TXS 26,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,70.116.227.178,WAN2,216.177.186.153,GVTC-DIALUP DYNAMIC POOL,70.116.227.178,Charter Communications
TXS 26,TXS 26-B,Secondary,GVTC Communications,gvtc communications,GVTC-DIALUP DYNAMIC POOL,gvtc-dialup dynamic pool,No Match,44,"Low similarity (scores: 42, 44, 42)",500.0M x 250.0M,$249.95,216.177.186.153,WAN1,216.177.186.153,GVTC-DIALUP DYNAMIC POOL,70.116.227.178,Charter Communications
TXS 27,TXS 27,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,71.41.135.90,WAN1,71.41.135.90,Charter Communications,104.4.87.57,AT&T
TXS 27,TXS 27 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,104.4.87.57,WAN2,71.41.135.90,Charter Communications,104.4.87.57,AT&T
TXS 28,TXS 28,Primary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,500.0M x 100.0M,$215.02,104.176.95.145,WAN1,104.176.95.145,AT&T,75.87.42.174,Charter Communications
TXS 28,TXS 28 -B,Secondary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,75.87.42.174,WAN2,104.176.95.145,AT&T,75.87.42.174,Charter Communications
TXS 29,TXS 29,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$207.45,71.78.32.74,WAN2,104.186.86.241,AT&T,71.78.32.74,Charter Communications
TXS 29,TXS 29- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,104.186.86.241,WAN1,104.186.86.241,AT&T,71.78.32.74,Charter Communications
TXS 30,TXS 30,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$207.45,50.84.69.66,WAN2,104.4.81.9,AT&T,50.84.69.66,Charter Communications
TXS 30,TXS 30- B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,104.4.81.9,WAN1,104.4.81.9,AT&T,50.84.69.66,Charter Communications
TXS 31,TXS 31,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$172.23,97.105.40.142,WAN2,108.213.50.113,AT&T,97.105.40.142,Charter Communications
TXS 31,TXS 31 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,1000.0M x 1000.0M,$165.01,108.213.50.113,WAN1,108.213.50.113,AT&T,97.105.40.142,Charter Communications
TXW 01,TXW 01,Primary,Altice,altice,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$212.77,66.76.17.70,WAN2,107.213.253.217,AT&T,66.76.17.70,Optimum
TXW 01,TXW 01 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.213.253.217,WAN1,107.213.253.217,AT&T,66.76.17.70,Optimum
TXW 02,TXW 02,Primary,Altice,altice,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$212.77,173.219.127.91,WAN1,173.219.127.91,Optimum,172.1.8.249,AT&T
TXW 02,TXW 02 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,172.1.8.249,WAN2,173.219.127.91,Optimum,172.1.8.249,AT&T
TXW 03,TXW 03,Primary,Altice West,altice west,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$222.23,66.76.135.93,WAN1,66.76.135.93,Optimum,10.0.0.2,Private IP
TXW 04,TXW 04,Primary,Altice,altice,AT&T,at&t,No Match,57,"Low similarity (scores: 40, 57, 40)",500.0M x 50.0M,$212.77,173.219.174.18,Unknown,192.168.1.118,Private IP,107.220.35.249,AT&T
TXW 04,TXW 04 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,107.220.35.249,WAN2,192.168.1.118,Private IP,107.220.35.249,AT&T
TXW 05,TXW 05,Primary,Altice,altice,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$212.77,66.76.179.24,WAN1,66.76.179.24,Optimum,172.1.8.241,AT&T
TXW 05,TXW 05 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,172.1.8.241,WAN2,66.76.179.24,Optimum,172.1.8.241,AT&T
TXW 06,TXW 06,Primary,Altice West,altice west,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$222.23,66.76.135.32,WAN1,66.76.135.32,Optimum,192.168.2.160,Private IP
TXW 07,TXW 07,Primary,Altice West,altice west,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$222.23,66.76.17.42,WAN1,66.76.17.42,Optimum,172.1.12.65,AT&T
TXW 07,TXW 07 -B,Secondary,AT&T Broadband II,at&t,AT&T,at&t,Match,100,Special case: at&t <-> at&t,300.0M x 300.0M,$105.01,172.1.12.65,WAN2,66.76.17.42,Optimum,172.1.12.65,AT&T
TXW 08,TXW 08,Primary,Harris Broadband,harris broadband,"Grande Communications Networks, LLC",grande communications networks llc,No Match,38,"Low similarity (scores: 20, 38, 32)",500.0M x 20.0M,$89.95,199.16.97.109,WAN1,199.16.97.109,"Grande Communications Networks, LLC",208.82.106.10,Unite Private Networks LLC.
TXW 08,TXW 08,Secondary,Unite Private Networks,unite private networks,Unite Private Networks LLC.,unite private networks llc,Match,100,"Fuzzy match (scores: 92, 100, 92)",300.0M x 300.0M,$699.00,208.82.106.10,WAN2,199.16.97.109,"Grande Communications Networks, LLC",208.82.106.10,Unite Private Networks LLC.
TXW 09,TXW 09,Primary,Altice,altice,Optimum,optimum,Match,95,Canonical match: Optimum,500.0M x 50.0M,$222.23,66.76.178.81,WAN1,66.76.178.81,Optimum,38.158.182.200,NTSC
TXW 09,TXW 09 -B,Secondary,Vexus,vexus,NTSC,ntsc,No Match,40,"Low similarity (scores: 22, 40, 22)",100.0M x 100.0M,$99.95,38.158.182.200,WAN2,66.76.178.81,Optimum,38.158.182.200,NTSC
UTS 00,UTS 00,Primary,Zayo Communications,zayo communications,,,No Match,0,No WAN1 ARIN data,100.0M x 100.0M,$495.00,209.66.104.34,Unknown,,,,
UTS 01,UTS 01,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.184.169.237,WAN1,50.184.169.237,Comcast,192.168.0.151,Private IP
UTS 02,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,,,WAN1 (Provider Match),96.73.19.25,Comcast,192.168.2.207,Private IP
UTS 03,UTS 03,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.73.12.109,WAN1,96.73.12.109,Comcast,65.100.251.41,CenturyLink
UTS 03,UTS 03- B,Secondary,EB2-Lumen DSL,eb2-lumen,CenturyLink,centurylink,No Match,33,"Low similarity (scores: 30, 33, 30)",140.0M x 20.0M,$151.00,65.100.251.41,WAN2,96.73.12.109,Comcast,65.100.251.41,CenturyLink
UTS 04,UTS 04,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 25.0M,$186.18,173.10.21.245,WAN1,173.10.21.245,Comcast,65.100.242.193,CenturyLink
UTS 04,UTS 04- B,Secondary,EB2-Lumen DSL,eb2-lumen,CenturyLink,centurylink,No Match,33,"Low similarity (scores: 30, 33, 30)",100.0M x 10.0M,$128.00,65.100.242.193,WAN2,173.10.21.245,Comcast,65.100.242.193,CenturyLink
UTS 05,UTS 05,Primary,Comcast Workplace,comcast workplace,Comcast Cable Communications,comcast cable communications,Match,100,Special case: comcast <-> comcast cable,750.0M x 35.0M,$234.45,96.86.214.241,WAN1,96.86.214.241,Comcast Cable Communications,204.225.31.253,Private Customer
UTS 05,UTS 05- B,Secondary,Centracom,centracom,Private Customer,private customer,No Match,47,"Low similarity (scores: 40, 47, 32)",500.0M x 500.0M,$350.00,204.225.31.253,WAN2,96.86.214.241,Comcast Cable Communications,204.225.31.253,Private Customer
UTS 06,UTS 06,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 25.0M,$186.18,96.92.90.185,WAN1,96.92.90.185,Comcast,65.100.251.105,CenturyLink
UTS 06,UTS 06- B,Secondary,EB2-Centurylink DSL,eb2-centurylink,CenturyLink,centurylink,Match,95,Canonical match: CenturyLink,80.0M x 10.0M,$128.00,65.100.251.105,WAN2,96.92.90.185,Comcast,65.100.251.105,CenturyLink
UTS 07,UTS 07- B,Secondary,DSR Lumen DSL,dsr lumen,Private IP,private ip,No Match,25,"Low similarity (scores: 21, 25, 21)",80.0M x 10.0M,$128.00,65.100.251.193,Unknown,96.92.90.13,Comcast,192.168.0.5,Private IP
UTS 09,UTS 09,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,96.86.207.181,WAN1,96.86.207.181,Comcast,65.100.241.249,MindQuest
UTS 09,UTS 09- B,Secondary,EB2-Centurylink DSL,eb2-centurylink,MindQuest,mindquest,No Match,33,"Low similarity (scores: 17, 33, 25)",100.0M x 10.0M,$128.00,65.100.241.249,WAN2,96.86.207.181,Comcast,65.100.241.249,MindQuest
UTS 11,UTS 11- B,Secondary,Centracom,centracom,Private Customer,private customer,No Match,47,"Low similarity (scores: 40, 47, 32)",300.0M x 30.0M,$370.00,64.77.208.93,WAN2,50.198.188.101,Comcast,64.77.208.93,Private Customer
UTS 12,UTS 12,Primary,TDS Cable,tds cable,Frontier Communications,frontier communications,No Match,33,"Low similarity (scores: 25, 33, 25)",500.0M x 100.0M,$209.00,184.61.190.6,WAN1,184.61.190.6,Frontier Communications,192.168.2.240,Private IP
UTS 14,UTS 14,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.252.139.53,WAN1,50.252.139.53,Comcast,76.8.218.122,"FirstDigital Communications, LLC"
UTS 14,UTS 14- B,Secondary,First Digital,first digital,"FirstDigital Communications, LLC",firstdigital communications llc,Match,95,Canonical match: Digi,300.0M x 30.0M,$350.00,76.8.218.122,WAN2,50.252.139.53,Comcast,76.8.218.122,"FirstDigital Communications, LLC"
UTS 15,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,600.0M x 35.0M,,,WAN1 (Provider Match),50.77.46.93,Comcast,192.168.0.151,Private IP
UTS 16,UTS 16- B,Secondary,EB2-Lumen DSL,eb2-lumen,Crossroads Plaza Associates,crossroads plaza associates,No Match,18,"Low similarity (scores: 11, 18, 17)",100.0M x 10.0M,$128.00,65.100.251.161,WAN2,96.73.18.105,Comcast,65.100.251.161,Crossroads Plaza Associates
UTS 17,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,,,WAN1 (Provider Match),96.73.31.129,Comcast,166.248.10.39,Verizon
UTS 18,UTS 18,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.73.40.245,WAN1,50.73.40.245,Comcast,65.100.242.121,CenturyLink
UTS 18,UTS 18- B,Secondary,EB2-Centurylink DSL,eb2-centurylink,CenturyLink,centurylink,Match,95,Canonical match: CenturyLink,100.0M x 10.0M,$128.00,65.100.242.121,WAN2,50.73.40.245,Comcast,65.100.242.121,CenturyLink
UTS 19,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 30.0M,,,WAN1 (Provider Match),173.14.230.17,Comcast,192.168.0.151,Private IP
UTS 20,UTS 20,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,300.0M x 25.0M,$186.18,173.8.88.141,WAN1,173.8.88.141,Comcast,192.168.2.232,Private IP
UTS 20,UTS 20- B,Secondary,First Digital,first digital,Private IP,private ip,No Match,44,"Low similarity (scores: 35, 44, 35)",500.0M x 35.0M,$230.00,50.188.140.161,Unknown,173.8.88.141,Comcast,192.168.2.232,Private IP
UTS 21,UTS 21,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.79.70.81,WAN1,50.79.70.81,Comcast,166.248.9.42,Verizon
UTS 22,UTS 22,Primary,Centracom,centracom,Private Customer,private customer,No Match,47,"Low similarity (scores: 40, 47, 32)",500.0M x 500.0M,$350.00,69.163.69.129,WAN1,69.163.69.129,Private Customer,67.40.102.73,CenturyLink Communications
UTS 22,UTS 22,Secondary,CenturyLink/Qwest,centurylink/qwest,CenturyLink Communications,centurylink communications,Match,95,Canonical match: CenturyLink,60.0M x 5.0M,$189.99,67.40.102.73,WAN2,69.163.69.129,Private Customer,67.40.102.73,CenturyLink Communications
UTS 23,UTS 23,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.255.206.137,WAN1,50.255.206.137,Comcast,192.168.2.100,Private IP
UTS 24,UTS 24,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,600.0M x 35.0M,$234.45,50.255.207.237,WAN1,50.255.207.237,Comcast,67.199.174.137,Google
UTS 24,UTS 24 -B,Secondary,Spanish Fork Community Network,spanish fork community network,Comcast,comcast,No Match,43,"Low similarity (scores: 22, 43, 27)",1000.0M x 1000.0M,$98.00,NaN,Unknown,50.255.207.237,Comcast,67.199.174.137,Google
UTS 25,UTS 25,Primary,Comcast Workplace,comcast workplace,Comcast,comcast,Match,95,Canonical match: Comcast,750.0M x 35.0M,$234.45,50.252.142.41,WAN1,50.252.142.41,Comcast,69.163.66.31,Private Customer
UTS 25,UTS 25- B,Secondary,Centracom,centracom,Private Customer,private customer,No Match,47,"Low similarity (scores: 40, 47, 32)",100.0M x 40.0M,$250.00,69.163.66.31,WAN2,50.252.142.41,Comcast,69.163.66.31,Private Customer
UTS 26,UTS 26- B,Secondary,VZW Cell,vzw cell,InfoWest,infowest,No Match,33,"Low similarity (scores: 25, 33, 12)",250.0M x 250.0M,$150.00,209.33.214.82,WAN1,209.33.214.82,InfoWest,192.168.0.151,Private IP
UTS W01,,Primary,Comcast,comcast,Comcast,comcast,Match,95,Canonical match: Comcast,600.0M x 35.0M,,,WAN1 (Provider Match),50.208.244.41,Comcast,192.168.2.128,Private IP
UTSW01,UTSW01,Primary,Comcast Workplace,comcast workplace,,,No Match,0,No WAN1 ARIN data,750.0M x 35.0M,$234.45,50.208.244.41,Unknown,,,,
UTS W02,,Primary,DSR Comcast Cable,dsr comcast cable,Private IP,private ip,No Match,40,"Low similarity (scores: 30, 40, 22)",600.0M x 35.0M,,,Unknown,10.1.10.247,Private IP,192.168.0.151,Private IP
UTSW02,UTSW02,Primary,Comcast Workplace,comcast workplace,,,No Match,0,No WAN1 ARIN data,750.0M x 35.0M,$234.45,50.215.217.149,Unknown,,,,
VAB 01,VAB 01,Primary,Spectrum,spectrum,Charter Communications,charter communications,Match,95,Canonical match: Charter Communications,750.0M x 35.0M,$244.45,24.216.21.74,WAN1,24.216.21.74,Charter Communications,166.151.177.253,Verizon
VAB 02,VAB 02,Primary,Cox Business/BOI,cox business/boi,Cox Communications,cox communications,Match,100,Special case: cox <-> cox communications,300.0M x 30.0M,$266.67,174.73.77.11,WAN1,174.73.77.11,Cox Communications,192.168.2.144,Private IP
VAB 03,VAB 03,Primary,Verizon FIOS,verizon fios,Verizon,verizon,Match,95,Canonical match: Verizon,500.0M x 500.0M,$149.00,173.50.103.27,WAN1,173.50.103.27,Verizon,192.168.2.140,Private IP
VAB 03,VAB 03 -B,Secondary,Cox Business/BOI,cox business/boi,Private IP,private ip,No Match,32,"Low similarity (scores: 23, 32, 31)",300.0M x 50.0M,$266.67,70.168.213.210,Unknown,173.50.103.27,Verizon,192.168.2.140,Private IP
VAB 04,VAB 04,Primary,Verizon FIOS,verizon fios,Verizon,verizon,Match,95,Canonical match: Verizon,500.0M x 500.0M,$149.00,96.225.166.41,WAN1,96.225.166.41,Verizon,192.168.2.224,Private IP
