site_name,site_id,circuit_purpose,provider_name,speed,cost,gets_badge,exclusion_reason,wan1_provider,wan2_provider,wan1_arin,wan2_arin,arin_could_help
NVL 08,NVL 08 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,CenturyLink Fiber Plus,Cox Business/BOI,CenturyLink,Cox Communications,Yes
NVL 09,NVL 09,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Private IP,Yes
NVL 11,NVL 11,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Digi,Cox Communications,Private IP,Yes
NVL 13,NVL 13,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,,,Cox Communications,Private IP,Yes
NVL 14,NVL 14,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,Verizon Business,Cox Communications,Verizon,Yes
NVL 17,NVL 17,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,,Cox Communications,Private IP,Yes
NVL 22,NVL 22,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Private IP,Yes
NVL 23,NVL 23,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Private IP,Yes
NVL 24,NVL 24,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,CenturyLink,Cox Communications,,Yes
NVL 25,NVL 25,Primary,CenturyLink Fiber Plus,500.0M x 500.0M,509.00,Yes,Should get badge,CenturyLink Fiber Plus,VZW Cell,DISCOUNT TIRE NVL 25,Private IP,No
NVL 26,NVL 26,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,VZW Cell,Cox Communications,Private IP,Yes
NVR 01,NVR 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
NVR 01,NVR 01,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
NVR 02,NVR 02,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
NVR 02,NVR 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
NVR 04,NVR 04,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
NVR 04,NVR 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
NVR 05,NVR 05- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
NVR 05,NVR 05,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
OHC 03,OHC 03,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications Inc,AT&T,No
OHC 03,OHC 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications Inc,AT&T,Yes
OHC 04,OHC 04,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,,Charter Communications,Private IP,No
OHC 05,OHC 05,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,Digi,Charter Communications,Private IP,No
OHC 06,OHC 06,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
OHC 06,OHC 06 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
OHC 07,OHC 07 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
OHC 07,OHC 07,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
OHC 08,OHC 08- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,Yes
OHC 08,OHC 08,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,AT&T Broadband II,Spectrum,AT&T,Charter Communications,No
OHC 10,OHC 10,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
OHC 10,OHC 10 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
OHD 02,OHD 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
OHD 02,OHD 02,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
OHD 03,OHD 03,Primary,Spectrum,940.0M x 35.0M,355.56,Yes,Should get badge,Spectrum,Digi,Charter Communications,Private IP,No
OHD 04,OHD 04,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Private IP,AT&T,No
OHD 04,OHD 04- B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Private IP,AT&T,Yes
OHL 01,OHL 01,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,Telephone Service Company (TSC),Charter Communications,Hanson Communications - Ohio,No
OHL 01,OHL 01- B,Secondary,Telephone Service Company (TSC),200.0M x 50.0M,299.95,Yes,Should get badge,Spectrum,Telephone Service Company (TSC),Charter Communications,Hanson Communications - Ohio,No
OHN 01,OHN 01 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,Yes,Should get badge,Spectrum,EB2-Windstream Fiber,Charter Communications,Windstream Communications LLC,Yes
OHN 01,OHN 01,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,EB2-Windstream Fiber,Charter Communications,Windstream Communications LLC,No
OHN 02,OHN 02 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
OHN 02,OHN 02,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
OHN 03,OHN 03,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,,Charter Communications,Private IP,No
OHN 04,OHN 04,Primary,Windstream,400.0M x 400.0M,99.99,Yes,Should get badge,Spectrum,Windstream,Charter Communications,Windstream Communications LLC,Yes
OHN 04,OHN 04 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,Windstream,Charter Communications,Windstream Communications LLC,No
OHN 05,OHN 05,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
OHN 05,OHN 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
OHN 06,OHN 06,Primary,Armstrong Cable,300.0M x 300.0M,134.95,Yes,Should get badge,Armstrong Cable,VZW Cell,Charter Communications,Private IP,No
OHS 01,OHS 01,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,VZW Cell,Charter Communications,Private IP,No
OHS 02,OHS 02,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Altafiber,Spectrum,Altafiber,NCS,No
OHS 02,OHS 02- B,Secondary,Altafiber,600.0M x 300.0M,64.99,Yes,Should get badge,Altafiber,Spectrum,Altafiber,NCS,Yes
OHS 03,OHS 03 -B,Secondary,Altafiber,400.0M x 200.0M,69.99,Yes,Should get badge,Spectrum,Altafiber,Charter Communications,Altafiber,Yes
OHS 03,OHS 03,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,Altafiber,Charter Communications,Altafiber,No
OHS 04,OHS 04,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,Altafiber,Charter Communications,Altafiber,No
OHS 04,OHS 04 -B,Secondary,Altafiber,400.0M x 200.0M,69.99,Yes,Should get badge,Spectrum,Altafiber,Charter Communications,Altafiber,Yes
OHS 05,OHS 05 -B,Secondary,Altafiber,400.0M x 200.0M,69.99,Yes,Should get badge,Spectrum,Altafiber,Charter Communications,Fuse Internet Access,No
OHS 05,OHS 05,Primary,Spectrum,600.0M x 35.0M,244.45,Yes,Should get badge,Spectrum,Altafiber,Charter Communications,Fuse Internet Access,No
OHT 01,OHT 01- B,Secondary,Buckeye Broadband Business,400.0M x 400.0M,157.99,Yes,Should get badge,AT&T Broadband II,Buckeye Broadband Business,AT&T,"Buckeye Cablevision,",Yes
OHT 01,OHT 01,Primary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Buckeye Broadband Business,AT&T,"Buckeye Cablevision,",Yes
OHT 02,OHT 02,Primary,Spectrum,600.0M x 35.0M,172.23,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,No
OHT 02,OHT 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Spectrum,AT&T Broadband II,Charter Communications,AT&T,Yes
OKA 01,OKA 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,AT&T Broadband II,"Cable One, Inc.",AT&T,Yes
OKE 01,OKE 01,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,Yes,Should get badge,AT&T Broadband II,Digi,AT&T,Private IP,Yes
OKO 02,OKO 02,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
OKO 02,OKO 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
OKO 03,OKO 03,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
OKO 03,OKO 03 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
OKO 04,OKO 04,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
OKO 04,OKO 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
OKO 05,OKO 05,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
OKO 05,OKO 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,Cox Business/BOI,AT&T Broadband II,Cox Communications,AT&T,Yes
OKO 06,OKO 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
OKO 06,OKO 06,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
OKO 07,OKO 07,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
OKO 07,OKO 07 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,Yes,Should get badge,AT&T Broadband II,Cox Business/BOI,AT&T,Cox Communications,Yes
