Site Name,Site ID,Circuit Purpose,DSR Provider,ARIN Provider,Notes Provider,Match Status,Match Score,Match Source,Match Reason,DSR Speed,DSR Cost
NEO 03,NEO 03 -B,Secondary,Great Plains Communications,Great Plains Communications LLC,Great Plains Communications,Match,95,Notes,Direct match with notes,1000.0M x 300.0M,$399.95
NEO 04,NEO 04,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NEO 04,NEO 04 -B,Secondary,Great Plains Communications,Great Plains Communications,Great Plains Communications,Match,100,ARIN,Direct match with ARIN,1000.0M x 300.0M,$399.95
NEO 05,NEO 05,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NEO 05,NEO 05- B,Secondary,EB2-Centurylink DSL,Malinda Jepsen,EB2-Centurylink DSL,Match,95,Notes,Direct match with notes,100.0M x 10.0M,$128.00
NEO 06,NEO 06,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NEO 06,NEO 06- B,Secondary,EB2-Centurylink DSL,Diane Allen,EB2-Centurylink DSL,Match,95,Notes,Direct match with notes,100.0M x 10.0M,$128.00
NEO 07,NEO 07,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 50.0M,$266.67
NEO 07,NEO 07- B,Secondary,Great Plains Communications,Great Plains Communications,Great Plains Communications,Match,100,ARIN,Direct match with ARIN,100.0M x 100.0M,$199.95
NMA_00,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,
NMA_00,,Secondary,CenturyLink,CenturyLink,CenturyLink,Match,100,ARIN,Direct match with ARIN,100.0M x 10.0M,
NMA00,NMA00,Primary,Comcast Workplace,,,No Match,0,,No match found,300.0M x 30.0M,$175.56
NMA00,NMA00- B,Secondary,EB2-Centurylink DSL,,,No Match,0,,No match found,100.0M x 10.0M,$128.00
NMA 01,NMA 01,Primary,Comcast Workplace,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$175.56
NMA 01,NMA 01- B,Secondary,Unite Private Networks,Unite Private Networks LLC.,Unite Network,Match,100,ARIN (fuzzy),Fuzzy match with ARIN (100%),300.0M x 300.0M,$699.00
NMA 02,NMA 02,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 35.0M,$175.56
NMA 03,NMA 03,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
NMA 04,NMA 04,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
NMA 04,NMA 04- B,Secondary,Unite Private Networks,Unite Private Networks LLC.,Unite Private Networks,Match,95,Notes,Direct match with notes,100.0M x 100.0M,$550.00
NMA 05,NMA 05,Primary,Comcast Workplace,Comcast,Unite Private,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
NMA 06,NMA 06,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
NMA 07,NMA 07,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,1200.0M x 35.0M,$282.23
NMA 08,NMA 08,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
NMA 09,NMA 09,Primary,SparkLight,"CABLE ONE, INC.",SparkLight,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$224.99
NMA 09,NMA 09 -B,Secondary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,250.0M x 25.0M,$134.45
NMA 10,,Primary,Comcast,Comcast,Comcast,Match,100,ARIN,Direct match with ARIN,300.0M x 35.0M,
NMA 11,NMA 11,Primary,TDS Cable,DISCOUNT TIRE ,TDS Cable,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$99.95
NMA 11,NMA 11- B,Secondary,Tularosa Basin Telephone Company,"TULAROSA COMMUNICATIONS, INC.",Tularosa Basin Telephone Company,Match,95,Notes,Direct match with notes,100.0M x 100.0M,$169.99
NMA 12,NMA 12,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
NMA 13,NMA 13- B,Secondary,VZW Cell,Unite Private Networks LLC.,Unite Private Networks,No Match,0,,No match found,300.0M x 300.0M,$699.00
NMA Call Center,NMA Call Center,Primary,Comcast Workplace,,,No Match,0,,No match found,750.0M x 35.0M,$234.45
NMAW00,NMAW00,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
NMC 01,NMC 01,Primary,Altice West,Optimum,Altice West,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$151.12
NMC 01,NMC 01- B,Secondary,Plateau Telecommunications,Plateau Telecommunications Incorporated,Plateau Telecommunications,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$350.00
NMF 01,NMF 01,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,750.0M x 35.0M,$234.45
NMF 01,NMF 01- B,Secondary,EB2-Centurylink DSL,Private IP,EB2-Centurylink DSL,Match,95,Notes,Direct match with notes,100.0M x 10.0M,$128.00
NMH 01,NMH 01,Primary,Windstream,Windstream Communications LLC,Windstream,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$94.99
NMH 01,NMH 01- B,Secondary,EB2-TDS Cable,Frontier Communications,EB2-TDS Cable,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$216.00
NML 01,NML 01,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
NMR 01,NMR 01,Primary,Sparklight,"CABLE ONE, INC.",Sparklight,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$248.75
NMR 01,NMR 01- B,Secondary,Plateau Telecommunications,Plateau Telecommunications Incorporated,Plateau Telecommunications,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$350.00
NMS 02,NMS 02,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,500.0M x 30.0M,$175.56
NMS 02,NMS 02,Secondary,CenturyLink,CenturyLink,CenturyLink,Match,100,ARIN,Direct match with ARIN,60.0M x 5.0M,$149.99
NMS 03,NMS 03,Primary,Comcast Workplace,Comcast,Comcast Workplace,Match,100,ARIN,Direct match with ARIN,300.0M x 30.0M,$186.18
NMS 03,NMS 03- B,Secondary,"NMSurf, Inc.",Private IP,NMSurf Inc.,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$129.99
NNM 09,NNM 09,Primary,Comcast Workplace,,,No Match,0,,No match found,600.0M x 35.0M,$234.45
NVL000,NVL000,Primary,Cox Business/BOI,,,No Match,0,,No match found,300.0M x 30.0M,$266.67
NVL 03,NVL 03,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 04,NVL 04,Primary,Cox Business/BOI,Cox Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 05,NVL 05,Primary,Cox Business/BOI,Cox Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 06,NVL 06,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 07,NVL 07- B,Secondary,Verizon Business,Cox Communications,Cox Communications,No Match,0,,No match found,300.0M x 50.0M,$266.67
NVL 08,NVL 08,Primary,CenturyLink Fiber Plus,CenturyLink,CenturyLink Fiber Plus,Match,100,ARIN,Direct match with ARIN,500.0M x 500.0M,$529.00
NVL 08,NVL 08 -B,Secondary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 09,NVL 09,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 11,NVL 11,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 13,NVL 13,Primary,Cox Business/BOI,Cox Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 14,NVL 14,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 15,NVL 15 -B,Secondary,CenturyLink,Cox Communications,Cox Business BOI,No Match,0,,No match found,300.0M x 30.0M,$266.67
NVL 17,NVL 17,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 22,NVL 22,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 23,NVL 23,Primary,Cox Business/BOI,Cox Communications,Cox Communications,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 24,NVL 24,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVL 25,NVL 25,Primary,CenturyLink Fiber Plus,DISCOUNT TIRE NVL 25,,No Match,0,,No match found,500.0M x 500.0M,$509.00
NVL 26,NVL 26,Primary,Cox Business/BOI,Cox Communications,Cox,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
NVLW 01,NVLW 01,Primary,Cox Business/BOI,,,No Match,0,,No match found,300.0M x 30.0M,$266.67
NVR 01,NVR 01,Primary,Spectrum,Charter Communications,Charter Communications LLC,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NVR 01,NVR 01 -B,Secondary,AT&T Broadband II,AT&T,Private Customer - AT&T Internet Services,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NVR 02,NVR 02,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NVR 02,NVR 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NVR 04,NVR 04,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
NVR 04,NVR 04 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
NVR 05,NVR 05,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
NVR 05,NVR 05- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
OHC 03,OHC 03,Primary,Spectrum,Charter Communications Inc,Spectrum,Match,95,Notes,Direct match with notes,750.0M x 35.0M,$244.45
OHC 03,OHC 03 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OHC 04,OHC 04,Primary,Spectrum,Charter Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
OHC 05,OHC 05,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
OHC 06,OHC 06,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
OHC 06,OHC 06 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
OHC 07,OHC 07,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
OHC 07,OHC 07 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OHC 08,OHC 08,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
OHC 08,OHC 08- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
OHC 10,OHC 10,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
OHC 10,OHC 10 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
OHD 02,OHD 02,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
OHD 02,OHD 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OHD 03,OHD 03,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,1000.0M x 50.0M,$355.56
OHD 04,OHD 04,Primary,Spectrum,,,No Match,0,,No match found,750.0M x 35.0M,$172.23
OHD 04,OHD 04- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
OHL 01,OHL 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
OHL 01,OHL 01- B,Secondary,Telephone Service Company (TSC),Hanson Communications - Ohio,Telephone Service Company TSC,Match,95,Notes,Direct match with notes,200.0M x 50.0M,$299.95
OHN 01,OHN 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
OHN 01,OHN 01 -B,Secondary,EB2-Windstream Fiber,Windstream Communications LLC,EB2-Windstream Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$209.00
OHN 02,OHN 02,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
OHN 02,OHN 02 -B,Secondary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 50.0M,$266.67
OHN 03,OHN 03,Primary,Spectrum,Charter Communications,,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
OHN 04,OHN 04,Primary,Windstream,Windstream Communications LLC,Windstream,Match,95,Notes,Direct match with notes,400.0M x 400.0M,$99.99
OHN 04,OHN 04 -B,Secondary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
OHN 05,OHN 05,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
OHN 05,OHN 05 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OHN 06,OHN 06,Primary,Armstrong Cable,Charter Communications,Armstrong Cable,Match,95,Notes,Direct match with notes,300.0M x 300.0M,$134.95
OHS 01,OHS 01,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
OHS 02,OHS 02,Primary,Spectrum,NCS,Spectrum,Match,95,Notes,Direct match with notes,750.0M x 35.0M,$244.45
OHS 02,OHS 02- B,Secondary,Altafiber,Altafiber,Altafiber,Match,100,ARIN,Direct match with ARIN,600.0M x 300.0M,$64.99
OHS 03,OHS 03,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
OHS 03,OHS 03 -B,Secondary,Altafiber,Altafiber,Altafiber,Match,100,ARIN,Direct match with ARIN,400.0M x 200.0M,$69.99
OHS 04,OHS 04,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
OHS 04,OHS 04 -B,Secondary,Altafiber,Altafiber,Altafiber,Match,100,ARIN,Direct match with ARIN,400.0M x 200.0M,$69.99
OHS 05,OHS 05,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$244.45
OHS 05,OHS 05 -B,Secondary,Altafiber,Fuse Internet Access,Altafiber,Match,95,Notes,Direct match with notes,400.0M x 200.0M,$69.99
OHT 01,OHT 01,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OHT 01,OHT 01- B,Secondary,Buckeye Broadband Business,"Buckeye Cablevision,",Buckeye Broadband Business,Match,95,Notes,Direct match with notes,400.0M x 400.0M,$157.99
OHT 02,OHT 02,Primary,Spectrum,Charter Communications,Spectrum,Match,100,ARIN (mapped),Mapped match with ARIN,750.0M x 35.0M,$172.23
OHT 02,OHT 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKA 01,OKA 01,Primary,SparkLight,"Cable One, Inc.",SparkLight,Match,95,Notes,Direct match with notes,300.0M x 30.0M,$224.99
OKA 01,OKA 01 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKE 01,OKE 01,Primary,AT&T Broadband II,AT&T,,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
OKO00,OKO00,Primary,Cox Business/BOI,,,No Match,0,,No match found,300.0M x 50.0M,$266.67
OKO 02,OKO 02,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 02,OKO 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKO 03,OKO 03,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 03,OKO 03 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKO 04,OKO 04,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 04,OKO 04 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKO 05,OKO 05,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 05,OKO 05 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKO 06,OKO 06,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 06,OKO 06 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKO 07,OKO 07,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
OKO 07,OKO 07 -B,Secondary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 08,OKO 08,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 08,OKO 08 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKO 09,OKO 09,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 09,OKO 09 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKO 10,OKO 10,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 10,OKO 10 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKO 11,OKO 11,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 11,OKO 11- B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 200.0M,$165.00
OKO 12,OKO 12,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 75.0M,$105.01
OKO 12,OKO 12 -B,Secondary,BluePeak Communications ,Clarity Telecom LLC,BluePeak Communications,Match,95,Notes,Direct match with notes,1000.0M x 1000.0M,$100.00
OKO 13,OKO 13,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKO 13,OKO 13 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,300.0M x 300.0M,$105.01
OKO 14,OKO 14,Primary,Vyve,Vyve Broadband,Vyve,Match,95,Notes,Direct match with notes,500.0M x 50.0M,$199.95
OKO 14,OKO 14 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
OKO 15,OKO 15,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
OKO 15,OKO 15 -B,Secondary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKT 01,OKT 01,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKT 01,OKT 01 -B,Secondary,EB2-Windstream Fiber,Windstream Communications,EB2-Windstream Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$209.00
OKT 02,OKT 02,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKT 02,OKT 02 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
OKT 03,OKT 03,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKT 03,OKT 03 -B,Secondary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,1000.0M x 1000.0M,$165.01
OKT 05,OKT 05,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKT 05,OKT 05- B,Secondary,BTC Broadband,BTC Broadband,BTC Broadband,Match,100,ARIN,Direct match with ARIN,300.0M x 50.0M,$134.10
OKT 06,OKT 06,Primary,Cox Business/BOI ,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKT 06,OKT 06- B,Secondary,BTC Broadband,BTC Broadband Inc.,BTC Broadband,Match,95,Notes,Direct match with notes,300.0M x 50.0M,$134.10
OKT 07,OKT 07,Primary,AT&T Broadband II,AT&T,AT&T Broadband II,Match,100,ARIN,Direct match with ARIN,500.0M x 100.0M,$215.02
OKT 08,OKT 08,Primary,Cox Business/BOI,Cox Communications,Cox Business BOI,Match,100,ARIN (mapped),Mapped match with ARIN,300.0M x 30.0M,$266.67
OKT 08,OKT 08 -B,Secondary,EB2-Windstream Fiber,Private IP,EB2-Windstream Fiber,Match,95,Notes,Direct match with notes,500.0M x 500.0M,$209.00
