site_name,csv_site_id,csv_circuit_purpose,csv_provider,csv_speed,csv_monthly_cost,csv_ip_address,db_site_id,db_circuit_purpose,db_provider,db_speed,db_cost,db_ip,db_status,data_source,meraki_network_exists,has_discount_tire_tag,meraki_wan1_provider,meraki_wan1_speed,meraki_wan1_cost,meraki_wan1_ip,meraki_wan2_provider,meraki_wan2_speed,meraki_wan2_cost,meraki_wan2_ip,exclusion_reason,provider_match_status,would_get_dsr_badge
AZP 43,AZP 43,,Cox Business/BOI,300.0M x 30.0M,266.67,24.250.112.162,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 44,AZP 44,,CenturyLink/Embarq,100.0M x 10.0M,139.99,63.226.63.17,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 45,AZP 45,,Cox Business/BOI,300.0M x 30.0M,266.67,184.188.208.14,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 46,AZP 46,,Cox Business/BOI,300.0M x 30.0M,266.67,98.191.115.174,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 46,AZP 46- B,,EB2-Centurylink DSL,140.0M x 20.0M,151.0,216.161.165.105,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 47,AZP 47,,Cox Business/BOI,300.0M x 30.0M,266.67,24.250.126.108,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 48,AZP 48,,Cox Business/BOI,300.0M x 30.0M,266.67,98.174.240.92,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 49,AZP 49,,CenturyLink/Qwest,12.0M x 2.0M,89.99,65.101.21.49,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 50,AZP 50,,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.146.133,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 51,AZP 51,,Cox Business/BOI,300.0M x 30.0M,266.67,174.79.51.123,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 53,AZP 53,,Cox Business/BOI,300.0M x 30.0M,266.67,72.212.135.50,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 54,AZP 54,,CenturyLink/Qwest,100.0M x 10.0M,149.99,216.161.165.161,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 54,AZP 54,,Cox Business/BOI,300.0M x 30.0M,266.67,174.66.126.100,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 55,AZP 55,,CenturyLink Fiber Plus,500.0M x 500.0M,607.6,204.132.235.26,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 57,AZP 57,,Cox Business/BOI,300.0M x 30.0M,266.67,98.191.119.115,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 58,AZP 58,,Cox Business/BOI,300.0M x 30.0M,266.67,72.194.165.206,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 59,AZP 59,,Cox Business/BOI,300.0M x 30.0M,266.67,70.175.31.234,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 60,AZP 60,,Mediacom/BOI,1000.0M x 30.0M,353.34,74.84.70.98,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 61,AZP 61,,Cox Business/BOI,200.0M x 20.0M,217.78,72.194.182.2,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 62,AZP 62,,Cox Business/BOI ,300.0M x 30.0M,266.67,174.79.57.162,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZP 00,AZP000,,Cox Business/BOI,300.0M x 30.0M,387.24,174.71.173.226,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZS 01,AZS 01,,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.144.243,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 01,AZT 01,,Cox Business/BOI,300.0M x 30.0M,266.67,72.194.173.124,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 02,AZT 02,,Cox Business/BOI,300.0M x 30.0M,266.67,68.98.215.100,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 02,AZT 02- B,,EB2-Centurylink DSL,100.0M x 10.0M,128.0,65.100.99.25,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 03,AZT 03,,Cox Business/BOI,300.0M x 30.0M,266.67,184.183.13.237,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 06,AZT 06,,Comcast Workplace,600.0M x 35.0M,234.45,50.208.236.45,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 07,AZT 07,,Cox Business,200.0M x 200.0M,435.0,72.214.214.230,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 09,AZT 09,,Comcast Workplace,600.0M x 35.0M,234.45,75.146.134.225,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 10,AZT 10,,Cox Business/BOI,300.0M x 30.0M,266.67,98.190.145.73,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 11,AZT 11,,Comcast Workplace,600.0M x 35.0M,234.45,50.248.113.137,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 12,AZT 12,,Lumen Qwest,100.0M x 10.0M,139.99,63.227.80.161,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 12,AZT 12,,Cox Business/BOI,300.0M x 30.0M,266.67,98.164.141.100,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 13,AZT 13,,GTT/ESA2 ADSL,12.0M x 1.0M,192.56,67.41.31.9,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 13,AZT 13,,Cox Business/BOI,300.0M x 30.0M,266.67,68.98.221.146,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 14,AZT 14,,Cox Business/BOI,300.0M x 30.0M,266.67,68.14.243.158,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZT 14,AZT 14 -B,,Login,100.0M x 20.0M,450.0,204.17.35.54,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZY 01,AZY 01,,Spectrum,600.0M x 35.0M,172.23,74.62.234.182,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZY 02,AZY 02,,Spectrum,600.0M x 35.0M,244.45,76.79.115.26,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
AZY 02,AZY 02- B,,Allo Communications,1000.0M x 1000.0M,264.0,170.64.15.200,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 01,CAL 01,,Spectrum,600.0M x 35.0M,172.23,76.83.31.54,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 01,CAL 01 -B,,EB2-Frontier Fiber,500.0M x 500.0M,245.0,47.180.162.176,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 02,CAL 02,,Spectrum,600.0M x 35.0M,244.45,137.27.244.230,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 02,CAL 02- B,,Frontier MetroFiber,100.0M x 100.0M,530.0,47.176.36.66,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 03,CAL 03,,GTT Ethernet,50.0M x 10.0M,177.66,47.180.197.231,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 04,CAL 04,,Spectrum,600.0M x 35.0M,244.45,137.27.235.102,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 04,CAL 04-B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.124.162.177,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 05,CAL 05,,Spectrum,600.0M x 35.0M,244.45,69.75.15.162,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 06,CAL 06,,Spectrum,600.0M x 35.0M,172.23,173.196.167.10,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 07,CAL 07,,AT&T Broadband II,300.0M x 300.0M,105.01,162.198.186.161,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 08,CAL 08 (Formerly Cal 12),,Spectrum,600.0M x 35.0M,244.45,137.27.225.142,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 08,CAL 08 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.13.226.9,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 09,CAL 09,,Spectrum,600.0M x 35.0M,244.45,98.152.191.174,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 09,CAL 09 -B,,EB2-Frontier Fiber,500.0M x 500.0M,245.0,47.180.28.28,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 10,CAL 10,,Spectrum,600.0M x 35.0M,172.23,47.46.116.90,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 11,CAL 11,,Cox Business/BOI,300.0M x 30.0M,266.67,184.188.125.168,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 12,CAL 12,,AT&T Broadband II,1000.0M x 1000.0M,165.01,45.25.217.241,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 13,CAL 13,,EB2-Frontier Fiber,1000.0M x 1000.0M,339.0,47.181.218.180,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 14,CAL 14,,One Ring Networks,300.0M x 30.0M,950.0,72.34.90.78,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 15,CAL 15,,Spectrum,600.0M x 35.0M,244.45,98.153.174.142,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 18,CAL 18,,Spectrum,600.0M x 35.0M,172.23,47.46.116.74,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 19,CAL 19,,AT&T Broadband II,1000.0M x 200.0M,165.0,99.29.108.233,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 21,CAL 21,,AT&T Broadband,45.0M x 6.0M,85.5,23.114.69.105,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 21,CAL 21 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,68.77.247.81,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 22,CAL 22,,Spectrum,600.0M x 35.0M,244.45,173.196.160.142,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 22,CAL 22 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,108.227.54.145,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 23,CAL 23,,Spectrum,600.0M x 35.0M,172.23,24.199.26.158,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 23,CAL 23 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.128.22.105,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 26,CAL 26,,Spectrum,600.0M x 35.0M,244.45,67.53.103.142,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 26,CAL 26 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,99.30.252.57,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 28,CAL 28,,Spectrum,600.0M x 35.0M,244.45,137.27.238.234,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 31,CAL 31,,Spectrum,600.0M x 35.0M,244.45,76.80.189.186,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 33,CAL 33,,Comcast Workplace,600.0M x 35.0M,234.45,23.24.207.137,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 35,CAL 35,,Spectrum,600.0M x 35.0M,172.23,47.46.116.98,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 35,CAL 35 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,107.215.140.233,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 37,CAL 37,,Spectrum,600.0M x 35.0M,244.45,144.129.44.198,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 38,CAL 38,,Spectrum,300.0M x 20.0M,207.45,71.95.197.18,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 40,CAL 40,,AT&T Broadband II,1000.0M x 200.0M,165.0,104.183.137.49,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 41,CAL 41,,Spectrum,940.0M x 35.0M,355.56,45.59.236.50,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 41,CAL 41 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,108.227.52.33,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 42,CAL 42,,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.200.251.9,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 43,CAL 43,,Spectrum,600.0M x 35.0M,244.45,68.189.120.98,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 43,CAL 43 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.52.151.233,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 44,CAL 44,,Spectrum,600.0M x 35.0M,244.45,24.199.12.162,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 44,CAL 44 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,104.52.24.57,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 46,CAL 46,,EB2-Frontier Fiber,500.0M x 500.0M,245.0,47.180.63.69,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 47,CAL 47,,One Ring Networks ,300.0M x 30.0M,950.0,72.34.92.210,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 47,CAL 47 -B,,EB2-Frontier Fiber,500.0M x 500.0M,245.0,47.181.223.18,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 48,CAL 48,,Cox Business/BOI,300.0M x 30.0M,266.67,98.173.25.45,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 49,CAL 49,,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.4.217.33,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 49,CAL 49 -B,,Spectrum,600.0M x 35.0M,172.23,24.199.63.18,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 50,CAL 50,,EB2-Frontier Fiber,500.0M x 500.0M,245.0,47.180.4.158,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL 50,CAL 50 -B,,Spectrum,600.0M x 35.0M,172.23,137.27.200.110,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL000,CAL000,,Frontier FIOS,500.0M x 500.0M,59.99,47.180.93.139,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAL000,CAL000 -B,,Spectrum,600.0M x 35.0M,172.23,98.152.193.10,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CALW01,CALW01,,EB2-Frontier Fiber,1000.0M x 1000.0M,339.0,47.178.4.124,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAN 02,CAN 02,,AT&T Broadband II,1000.0M x 1000.0M,165.01,23.118.223.49,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAN 03,CAN 03,,Comcast Workplace,600.0M x 35.0M,234.45,50.196.146.221,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAN 03,CAN 03 -B,,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.225.208.9,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAN 04,CAN 04,,Comcast Workplace,250.0M x 25.0M,186.18,96.76.217.185,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAN 05,CAN 05,,Comcast Workplace,600.0M x 35.0M,234.45,50.209.152.21,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
CAN 05,CAN 05 -B,,AT&T Broadband II,300.0M x 300.0M,105.01,108.95.164.233,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,NOT IN DB,No,No,,,,,,,,,Not in database,Not in database,No
