site_name,site_id,circuit_purpose,circuit_provider,circuit_speed,circuit_cost,circuit_ip,status,data_source,meraki_wan1_provider,meraki_wan1_speed,meraki_wan1_ip,wan1_arin_provider,meraki_wan2_provider,meraki_wan2_speed,meraki_wan2_ip,wan2_arin_provider,has_meraki_device,has_dt_tag,exclusion_reason,provider_match,wan1_arin_match,wan2_arin_match,would_get_dsr_badge
MTM 02,MTM 02,Primary,Spectrum,600.0M x 35.0M,244.45,137.26.72.118,Enabled,csv_import,Spectrum,750.0M x 35.0M,137.26.72.118,Charter Communications,AT&T Cell,cell,192.168.2.229,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC_00,,Primary,Charter Communications,,0.00,,Enabled,Non-DSR,Charter Communications,,66.57.166.218,Charter Communications,,,45.23.77.145,AT&T,Yes,No,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,No
NCC00,NCC00 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,45.23.77.145,Enabled,csv_import,,,,,,,,,No,No,No Meraki device,No match,No WAN1 ARIN data,No WAN2 ARIN data,No
NCC 01,NCC 01,Primary,Spectrum,600.0M x 35.0M,244.45,173.95.192.126,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.95.192.126,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.210.72.33,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 01,NCC 01 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.210.72.33,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.95.192.126,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.210.72.33,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 02,NCC 02,Primary,Spectrum,600.0M x 35.0M,244.45,24.199.234.50,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.199.234.50,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.248.72.49,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 02,NCC 02 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.248.72.49,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.199.234.50,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.248.72.49,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 03,NCC 03,Primary,Spectrum,600.0M x 35.0M,172.23,98.101.86.162,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,99.107.120.9,AT&T,Spectrum,1000.0M x 1000.0M,98.101.86.162,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 03,NCC 03 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,99.107.120.9,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,99.107.120.9,AT&T,Spectrum,1000.0M x 1000.0M,98.101.86.162,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 04,NCC 04,Primary,Spectrum,600.0M x 35.0M,244.45,66.57.20.130,Enabled,csv_import,Spectrum,600.0M x 35.0M,66.57.20.130,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.210.72.41,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 04,NCC 04 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.210.72.41,Enabled,csv_import,Spectrum,600.0M x 35.0M,66.57.20.130,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.210.72.41,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 05,NCC 05,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.44.150,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.44.150,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.58.163.241,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 05,NCC 05 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.58.163.241,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.44.150,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.58.163.241,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 06,NCC 06,Primary,Spectrum,600.0M x 35.0M,172.23,66.57.131.38,Enabled,csv_import,Spectrum,600.0M x 35.0M,66.57.131.38,Charter Communications,AT&T Broadband II,300.0M x 300.0M,108.252.40.65,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 06,NCC 06 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.252.40.65,Enabled,csv_import,Spectrum,600.0M x 35.0M,66.57.131.38,Charter Communications,AT&T Broadband II,300.0M x 300.0M,108.252.40.65,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 07,NCC 07,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.17.126,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.17.126,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.210.91.161,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 07,NCC 07 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.210.91.161,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.17.126,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.210.91.161,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 08,NCC 08,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,76.248.76.1,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,76.248.76.1,AT&T,Spectrum,600.0M x 35.0M,70.60.204.242,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 08,NCC 08 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,70.60.204.242,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,76.248.76.1,AT&T,Spectrum,600.0M x 35.0M,70.60.204.242,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 09,NCC 09,Primary,Spectrum,940.0M x 35.0M,355.56,96.10.9.82,Enabled,csv_import,Spectrum,940.0M x 35.0M,96.10.9.82,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.58.164.1,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 09,NCC 09 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.58.164.1,Enabled,csv_import,Spectrum,940.0M x 35.0M,96.10.9.82,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.58.164.1,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 10,NCC 10,Primary,Spectrum,600.0M x 35.0M,244.45,24.142.198.110,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.142.198.110,"SPECTRUM CONSULTANTS, INC",AT&T Broadband II,300.0M x 300.0M,107.208.172.233,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
NCC 10,NCC 10 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.208.172.233,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.142.198.110,"SPECTRUM CONSULTANTS, INC",AT&T Broadband II,300.0M x 300.0M,107.208.172.233,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
NCC 11,NCC 11,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.50.70,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,107.210.92.89,AT&T,Spectrum,1000.0M x 1000.0M,173.42.50.70,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 11,NCC 11 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.210.92.89,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,107.210.92.89,AT&T,Spectrum,1000.0M x 1000.0M,173.42.50.70,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 13,NCC 13,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.50.90,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.50.90,Charter Communications,Lumos Networks,500.0M x 500.0M,74.124.172.46,"North State Telephone, LLC",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 13,NCC 13- B,Secondary,Lumos Networks,500.0M x 500.0M,120.00,74.124.172.46,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.50.90,Charter Communications,Lumos Networks,500.0M x 500.0M,74.124.172.46,"North State Telephone, LLC",Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 14,NCC 14,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.60.10,Enabled,csv_import,Spectrum,750.0M x 35.0M,173.42.60.10,Charter Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 15,NCC 15,Primary,Spectrum,600.0M x 35.0M,172.23,70.62.83.50,Enabled,csv_import,EB2-Windstream Fiber,1000.0M x 1000.0M,66.16.228.90,Windstream Communications LLC,Spectrum,1000.0M x 1000.0M,70.62.83.50,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 15,NCC 15 -B,Secondary,EB2-Windstream Fiber,1000.0M x 1000.0M,378.00,66.16.228.90,Enabled,csv_import,EB2-Windstream Fiber,1000.0M x 1000.0M,66.16.228.90,Windstream Communications LLC,Spectrum,1000.0M x 1000.0M,70.62.83.50,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 16,NCC 16,Primary,Spectrum,600.0M x 35.0M,244.45,74.218.243.174,Enabled,csv_import,Spectrum,600.0M x 35.0M,74.218.243.174,Charter Communications,AT&T Broadband II,300.0M x 300.0M,172.126.121.129,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 16,NCC 16 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,172.126.121.129,Enabled,csv_import,Spectrum,600.0M x 35.0M,74.218.243.174,Charter Communications,AT&T Broadband II,300.0M x 300.0M,172.126.121.129,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 17,NCC 17,Primary,Spectrum,600.0M x 35.0M,244.45,70.63.77.82,Enabled,csv_import,Spectrum,600.0M x 35.0M,70.63.77.82,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.200.244.201,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 17,NCC 17 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.200.244.201,Enabled,csv_import,Spectrum,600.0M x 35.0M,70.63.77.82,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.200.244.201,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 18,NCC 18,Primary,Spectrum,600.0M x 35.0M,172.23,24.199.211.46,Enabled,csv_import,Spectrum,750.0M x 35.0M,24.199.211.46,Charter Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 19,NCC 19,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.50.78,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.50.78,Charter Communications,VZW Cell,Cell,192.168.2.172,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 20,NCC 20 -B,Primary,Spectrum,600.0M x 35.0M,244.45,66.57.129.46,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,107.203.43.57,AT&T,Spectrum,1000.0M x 200.0M,66.57.129.46,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 20,NCC 20,Secondary,AT&T Broadband II,1000.0M x 200.0M,165.00,107.203.43.57,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,107.203.43.57,AT&T,Spectrum,1000.0M x 200.0M,66.57.129.46,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 21,NCC 21,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.50.74,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.50.74,Charter Communications,AT&T Cell,cell,192.168.2.176,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 23,NCC 23,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.94.202,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.94.202,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.210.92.49,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 23,NCC 23 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,107.210.92.49,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.94.202,Charter Communications,AT&T Broadband II,300.0M x 300.0M,107.210.92.49,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 24,NCC 24,Primary,Spectrum,600.0M x 35.0M,172.23,47.49.183.158,Enabled,csv_import,Spectrum,600.0M x 35.0M,47.49.183.158,Charter Communications,AT&T Broadband II,300.0M x 300.0M,70.132.132.41,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 24,NCC 24 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,70.132.132.41,Enabled,csv_import,Spectrum,600.0M x 35.0M,47.49.183.158,Charter Communications,AT&T Broadband II,300.0M x 300.0M,70.132.132.41,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 25,NCC 25,Primary,Spectrum,600.0M x 35.0M,244.45,24.199.160.230,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.199.160.230,Charter Communications,AT&T Broadband II,300.0M x 300.0M,70.231.63.121,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 25,NCC 25 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,70.231.63.121,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.199.160.230,Charter Communications,AT&T Broadband II,300.0M x 300.0M,70.231.63.121,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 26,NCC 26,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,23.126.1.41,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,23.126.1.41,AT&T,AT&T Broadband II,1000.0 M,24.241.144.174,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 27,NCC 27,Primary,Spectrum,600.0M x 35.0M,244.45,156.19.62.218,Enabled,csv_import,Spectrum,600.0M x 35.0M,156.19.62.218,Charter Communications,Digi,Cell,192.168.2.201,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 28,NCC 28,Primary,Spectrum,600.0M x 35.0M,244.45,144.253.15.46,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,107.207.159.185,AT&T,Spectrum,1000.0M x 1000.0M,144.253.15.46,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 28,NCC 28 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.207.159.185,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,107.207.159.185,AT&T,Spectrum,1000.0M x 1000.0M,144.253.15.46,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 30,NCC 30,Primary,Spectrum,600.0M x 35.0M,172.23,96.10.47.50,Enabled,csv_import,Spectrum,750.0M x 35.0M,96.10.47.50,CARDINAL INNOVATIONS HEALTHCARE SOLUTIONS,Digi,Cell,192.168.2.179,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 33,NCC 33,Primary,Spectrum,600.0M x 35.0M,244.45,70.62.110.186,Enabled,csv_import,Spectrum,600.0M x 35.0M,70.62.110.186,Charter Communications,AT&T Broadband II,300.0M x 300.0M,104.12.18.9,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 33,NCC 33 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.12.18.9,Enabled,csv_import,Spectrum,600.0M x 35.0M,70.62.110.186,Charter Communications,AT&T Broadband II,300.0M x 300.0M,104.12.18.9,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 35,NCC 35,Primary,Altice,500.0M x 50.0M,212.77,208.180.149.183,Enabled,csv_import,Metronet,500.0M x 50.0M,75.110.68.57,Optimum,Metronet,300.0M x 300.0M,100.104.231.236,Internet Assigned Numbers Authority,Yes,Yes,Eligible,No match,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,No
NCC 35,NCC 35 -B,Secondary,Metronet,300.0M x 300.0M,129.95,149.154.45.16,Enabled,csv_import,Metronet,500.0M x 50.0M,75.110.68.57,Optimum,Metronet,300.0M x 300.0M,100.104.231.236,Internet Assigned Numbers Authority,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 36,NCC 36,Primary,Spectrum,600.0M x 35.0M,244.45,66.57.79.162,Enabled,csv_import,Spectrum,600.0M x 35.0M,192.168.1.2,Private IP,GreenLight,1000.0M x 1000.0M,216.210.92.222,Greenlight,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 36,NCC 36- B,Secondary,GreenLight,1000.0M x 1000.0M,109.95,216.210.92.222,Enabled,csv_import,Spectrum,600.0M x 35.0M,192.168.1.2,Private IP,GreenLight,1000.0M x 1000.0M,216.210.92.222,Greenlight,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 37,NCC 37,Primary,Spectrum,600.0M x 35.0M,244.45,174.108.204.246,Enabled,csv_import,Spectrum,600.0M x 35.0M,174.108.204.246,Charter Communications,MetroNet,300.0M x 300.0M,216.82.18.25,Metronet,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 37,NCC 37 -B,Secondary,MetroNet,300.0M x 300.0M,139.95,216.82.18.25,Enabled,csv_import,Spectrum,600.0M x 35.0M,174.108.204.246,Charter Communications,MetroNet,300.0M x 300.0M,216.82.18.25,Metronet,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 38,NCC 38- B,Secondary,VZW Cell,Cell,249.95,195.252.194.188,Enabled,enriched_sync,MetroNet,1000.0 M,195.252.194.188,Metronet,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Not from CSV import,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
NCC 39,NCC 39,Primary,Spectrum,600.0M x 35.0M,244.45,24.172.12.190,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.172.12.190,Charter Communications,AT&T Broadband II,300.0M x 300.0M,23.120.26.113,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 39,NCC 39 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,23.120.26.113,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.172.12.190,Charter Communications,AT&T Broadband II,300.0M x 300.0M,23.120.26.113,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 40,NCC 40,Primary,Spectrum,600.0M x 35.0M,244.45,24.172.234.246,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.172.234.246,Charter Communications,EB2-Windstream Fiber,500.0M x 500.0M,209.253.208.134,Windstream Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 40,NCC 40 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,209.253.208.134,Enabled,csv_import,Spectrum,600.0M x 35.0M,24.172.234.246,Charter Communications,EB2-Windstream Fiber,500.0M x 500.0M,209.253.208.134,Windstream Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 41,NCC 41,Primary,Spectrum,600.0M x 35.0M,172.23,173.42.50.238,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.50.238,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.58.164.97,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 41,NCC 41 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.58.164.97,Enabled,csv_import,Spectrum,600.0M x 35.0M,173.42.50.238,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.58.164.97,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
NCC 42,NCC 42,Primary,AT&T Broadband II,100.0M x 20.0M,90.00,104.13.12.121,Enabled,csv_import,AT&T Broadband II,100.0M x 20.0M,104.13.12.121,AT&T,Spectrum,600.0M x 35.0M,24.199.176.230,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 42,NCC 42 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,24.199.176.230,Enabled,csv_import,AT&T Broadband II,100.0M x 20.0M,104.13.12.121,AT&T,Spectrum,600.0M x 35.0M,24.199.176.230,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 43,NCC 43,Primary,Spectrum,600.0M x 35.0M,172.23,47.49.163.174,Enabled,csv_import,EB2-Windstream Fiber,500.0M x 500.0M,66.217.75.138,Windstream Communications LLC,Spectrum,500.0M x 500.0M,47.49.163.174,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 43,NCC 43 -B,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,209.00,66.217.75.138,Enabled,csv_import,EB2-Windstream Fiber,500.0M x 500.0M,66.217.75.138,Windstream Communications LLC,Spectrum,500.0M x 500.0M,47.49.163.174,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 44,NCC 44,Primary,Spectrum,600.0M x 35.0M,172.23,174.99.171.30,Enabled,csv_import,Spectrum,600.0M x 35.0M,174.99.171.30,Charter Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 45,NCC 45,Primary,Spectrum,600.0M x 35.0M,172.23,96.10.113.218,Enabled,csv_import,Spectrum,600.0M x 35.0M,96.10.113.218,Charter Communications,Brightspeed,100.0M x 100.0M,4.8.162.18,Level 3 Parent,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 45,NCC 45,Primary,Spectrum,600.0M x 35.0M,172.23,96.10.113.218,Enabled,csv_import,Spectrum,600.0M x 35.0M,96.10.113.218,Charter Communications,Brightspeed,100.0M x 100.0M,4.8.162.18,Level 3 Parent,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 45,NCC 45- B,Secondary,Brightspeed,100.0M x 100.0M,592.00,NaN,Enabled,csv_import,Spectrum,600.0M x 35.0M,96.10.113.218,Charter Communications,Brightspeed,100.0M x 100.0M,4.8.162.18,Level 3 Parent,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 45,NCC 45- B,Secondary,Brightspeed,100.0M x 100.0M,592.00,NaN,Enabled,csv_import,Spectrum,600.0M x 35.0M,96.10.113.218,Charter Communications,Brightspeed,100.0M x 100.0M,4.8.162.18,Level 3 Parent,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
NCC 46,NCC 46,Primary,Spectrum,600.0M x 35.0M,172.23,70.63.76.162,Enabled,csv_import,Windstream,600.0M x 35.0M,66.217.80.62,Windstream Communications LLC,Spectrum,100.0M x 100.0M,70.63.76.162,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
