site_name,site_id,circuit_purpose,circuit_provider,circuit_speed,circuit_cost,circuit_ip,status,data_source,meraki_wan1_provider,meraki_wan1_speed,meraki_wan1_ip,wan1_arin_provider,meraki_wan2_provider,meraki_wan2_speed,meraki_wan2_ip,wan2_arin_provider,has_meraki_device,has_dt_tag,exclusion_reason,provider_match,wan1_arin_match,wan2_arin_match,would_get_dsr_badge
CAS 10,CAS 10 -B,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.80.216.1,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,108.80.216.1,AT&T,Cox Business/BOI,300.0M x 30.0M,72.206.95.54,Cox Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 10,CAS 10,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,72.206.95.54,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,108.80.216.1,AT&T,Cox Business/BOI,300.0M x 30.0M,72.206.95.54,Cox Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 11,CAS 11,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,68.94.116.201,Enabled,csv_import,AT&T Broadband II,1000.0M x 200.0M,68.94.116.201,AT&T,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 12,CAS 12,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.9.51.57,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,104.9.51.57,AT&T,Digi,Cell,192.168.2.198,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 13,CAS 13,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,174.67.169.247,Enabled,csv_import,,,,,,,,,Yes,Yes,Eligible,Partial match WAN1,No WAN1 ARIN data,No WAN2 ARIN data,Yes
CAS 13,CAS 13 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.185.80.233,Enabled,csv_import,,,,,,,,,Yes,Yes,Eligible,Partial match WAN1,No WAN1 ARIN data,No WAN2 ARIN data,Yes
CAS 14,CAS 14,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.105.244.238,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,108.250.153.129,AT&T,Cox Business/BOI,300.0M x 300.0M,68.105.244.238,Cox Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 14,CAS 14 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.250.153.129,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,108.250.153.129,AT&T,Cox Business/BOI,300.0M x 300.0M,68.105.244.238,Cox Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 15,CAS 15,Primary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.201.145.89,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,108.201.145.89,AT&T,Verizon Business,Cell,166.248.10.146,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 16,CAS 16,Primary,Cox Business,1000.0M x 35.0M,500.00,98.173.33.135,Enabled,csv_import,Cox Business,1000.0M x 35.0M,98.173.33.135,Cox Communications,Accelerated,Cell,192.168.2.132,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 17,CAS 17,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.15.26.234,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,68.15.26.234,Cox Communications,Digi,Cell,192.168.2.106,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 18,CAS 18,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.105.250.171,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,104.190.5.209,AT&T,Cox Business/BOI,1000.0M x 1000.0M,68.105.250.171,Cox Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 18,CAS 18 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,104.190.5.209,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,104.190.5.209,AT&T,Cox Business/BOI,1000.0M x 1000.0M,68.105.250.171,Cox Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 19,CAS 19,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.173.43.218,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.173.43.218,Cox Communications,Digi,Cell,192.168.2.218,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 20,CAS 20,Primary,Spectrum,200.0M x 10.0M,116.67,76.83.53.58,Enabled,csv_import,Spectrum,200.0M x 10.0M,76.83.53.58,Charter Communications,Verizon Business,Cell,166.253.101.123,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAS 21,CAS 21,Primary,Spectrum,600.0M x 35.0M,172.23,76.53.129.210,Enabled,csv_import,Spectrum,600.0M x 35.0M,76.53.129.210,Charter Communications,AT&T Cell,Cell,192.168.2.220,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 22,CAS 22,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.189.80.12,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.189.80.12,Cox Communications,AT&T Broadband II,300.0M x 300.0M,108.92.93.121,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 22,CAS 22 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.92.93.121,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.189.80.12,Cox Communications,AT&T Broadband II,300.0M x 300.0M,108.92.93.121,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 23,CAS 23,Primary,Spectrum,600.0M x 35.0M,172.23,76.53.240.54,Enabled,csv_import,Spectrum,600.0M x 35.0M,76.53.240.54,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.85.49.65,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAS 23,CAS 23 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,99.85.49.65,Enabled,csv_import,Spectrum,600.0M x 35.0M,76.53.240.54,Charter Communications,AT&T Broadband II,300.0M x 300.0M,99.85.49.65,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAS 24,CAS 24,Primary,Spectrum,600.0M x 35.0M,172.23,173.198.38.138,Enabled,csv_import,Spectrum,750.0M x 35.0M,173.198.38.138,VERMONT PARK PLAZA,AT&T Broadband II,300.0M x 300.0M,104.13.227.217,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAS 24,CAS 24 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.13.227.217,Enabled,csv_import,Spectrum,750.0M x 35.0M,173.198.38.138,VERMONT PARK PLAZA,AT&T Broadband II,300.0M x 300.0M,104.13.227.217,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAS 25,CAS 25,Primary,Spectrum,940.0M x 35.0M,355.56,24.43.80.98,Enabled,csv_import,AT&T Broadband II,940.0M x 35.0M,108.80.80.249,AT&T,Spectrum,1000.0M x 1000.0M,24.43.80.98,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 25,CAS 25 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,108.80.80.249,Enabled,csv_import,AT&T Broadband II,940.0M x 35.0M,108.80.80.249,AT&T,Spectrum,1000.0M x 1000.0M,24.43.80.98,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 27,CAS 27,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,98.189.219.228,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.189.219.228,Cox Communications,AT&T Broadband II,300.0M x 300.0M,108.201.233.185,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 27,CAS 27 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,108.201.233.185,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,98.189.219.228,Cox Communications,AT&T Broadband II,300.0M x 300.0M,108.201.233.185,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 28,CAS 28,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.15.9.83,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,75.26.3.237,AT&T,Cox Business/BOI,1000.0M x 1000.0M,68.15.9.83,Cox Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 28,CAS 28 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,75.26.3.233,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,75.26.3.237,AT&T,Cox Business/BOI,1000.0M x 1000.0M,68.15.9.83,Cox Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 31,CAS 31,Primary,Frontier Fios,500.0M x 500.0M,59.99,47.180.146.117,Enabled,csv_import,Frontier Fios,500.0M x 500.0M,47.180.146.117,Frontier Communications,Spectrum,600.0M x 35.0M,192.168.1.18,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 31,CAS 31 -B,Secondary,Spectrum,600.0M x 35.0M,172.23,45.59.218.178,Enabled,csv_import,Frontier Fios,500.0M x 500.0M,47.180.146.117,Frontier Communications,Spectrum,600.0M x 35.0M,192.168.1.18,Private IP,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 32,CAS 32,Primary,Spectrum,600.0M x 35.0M,244.45,98.153.138.150,Enabled,csv_import,Spectrum,600.0M x 35.0M,98.153.138.150,Charter Communications,Verizon Business,Cell,166.248.10.23,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAS 33,CAS 33,Primary,Spectrum,600.0M x 35.0M,244.45,98.153.179.158,Enabled,csv_import,Spectrum,600.0M x 35.0M,98.153.179.158,Charter Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 34,CAS 34,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,68.15.15.104,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,45.31.45.129,AT&T,Cox Business/BOI,1000.0M x 1000.0M,68.15.15.104,Cox Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 34,CAS 34 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,45.31.45.129,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,45.31.45.129,AT&T,Cox Business/BOI,1000.0M x 1000.0M,68.15.15.104,Cox Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 35,,Primary,Frontier,,830.00,,Enabled,Non-DSR,Frontier,,47.176.206.178,Frontier Communications,nVZW Cell nCell,,192.168.0.151,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
CAS 36,CAS 36,Primary,Spectrum,600.0M x 35.0M,244.45,76.81.227.222,Enabled,csv_import,Spectrum,600.0M x 35.0M,76.81.227.222,Charter Communications,Digi,Cell,192.168.2.208,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 37,CAS 37,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.189.109.141,Enabled,csv_import,Cox Business/BOI,300.0M x 30.0M,184.189.109.141,Cox Communications,Verizon Business,Cell,166.248.9.214,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 38,CAS 38,Primary,Cox Business/BOI,300.0M x 30.0M,266.67,184.189.110.7,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,107.130.10.153,AT&T,Cox Business/BOI,1000.0M x 1000.0M,184.189.110.7,Cox Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 38,CAS 38 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,107.130.10.153,Enabled,csv_import,AT&T Broadband II,300.0M x 30.0M,107.130.10.153,AT&T,Cox Business/BOI,1000.0M x 1000.0M,184.189.110.7,Cox Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 39,CAS 39,Primary,Spectrum,600.0M x 35.0M,172.23,173.198.38.142,Enabled,csv_import,Spectrum,750.0M x 35.0M,173.198.38.142,VERMONT PARK PLAZA,AT&T Broadband II,300.0M x 300.0M,104.190.2.81,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAS 39,CAS 39 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.190.2.81,Enabled,csv_import,Spectrum,750.0M x 35.0M,173.198.38.142,VERMONT PARK PLAZA,AT&T Broadband II,300.0M x 300.0M,104.190.2.81,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAS 40,,Primary,Frontier,,1000.00,,Enabled,Non-DSR,Frontier,,47.179.21.123,Frontier Communications,Digi,Cell,192.168.2.203,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
CAS 41,,Primary,Frontier,,830.00,,Enabled,Non-DSR,Frontier,,47.176.225.10,Frontier Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
CAS 43,CAS 43,Primary,Spectrum,600.0M x 35.0M,244.45,69.75.186.178,Enabled,csv_import,Spectrum,600.0M x 35.0M,69.75.186.178,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.210.254.185,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAS 43,CAS 43 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,76.210.254.185,Enabled,csv_import,Spectrum,600.0M x 35.0M,69.75.186.178,Charter Communications,AT&T Broadband II,300.0M x 300.0M,76.210.254.185,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN matches Meraki,Yes
CAS 44,CAS 44,Primary,Spectrum,600.0M x 35.0M,172.23,69.75.66.142,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,104.59.74.145,AT&T,Spectrum,300.0M x 300.0M,69.75.66.142,Charter Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 44,CAS 44 -B,Secondary,AT&T Broadband II,300.0M x 300.0M,105.01,104.59.74.145,Enabled,csv_import,AT&T Broadband II,600.0M x 35.0M,104.59.74.145,AT&T,Spectrum,300.0M x 300.0M,69.75.66.142,Charter Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 45,CAS 45 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,162.196.235.249,Enabled,csv_import,AT&T Broadband II,1000.0M x 1000.0M,162.196.235.249,AT&T,Digi,Cell,166.184.158.31,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 46,,Primary,AT&T,,561.78,,Enabled,Non-DSR,AT&T,,12.111.1.98,AT&T,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
CAS 47,CAS 47,Primary,AT&T Broadband II,1000.0M x 200.0M,165.00,99.47.87.137,Enabled,csv_import,AT&T Broadband II,1000.0M x 200.0M,99.47.87.137,AT&T,Digi,Cell,192.168.2.129,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 48,CAS 48,Primary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,47.180.235.173,Enabled,csv_import,Frontier Communications,500.0M x 500.0M,47.180.235.173,Frontier Communications,Verizon Business,Cell,166.248.10.133,Verizon,Yes,Yes,Eligible,Partial match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 49,CAS 49,Primary,Spectrum,600.0M x 35.0M,172.23,76.53.67.30,Enabled,csv_import,Spectrum,600.0M x 35.0M,76.53.67.30,Charter Communications,Starlink,Satellite,143.105.90.49,"SpaceX Services, Inc.",Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 50,CAS 50,Primary,GTT Ethernet,50.0M x 10.0M,177.66,47.180.196.75,Enabled,csv_import,EB2-Frontier Fiber,500.0M x 500.0M,47.181.172.127,Frontier Communications,GTT Ethernet,200.0M x 200.0M,47.180.196.75,Frontier Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 50,CAS 50 -B,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,245.00,47.181.172.127,Enabled,csv_import,EB2-Frontier Fiber,500.0M x 500.0M,47.181.172.127,Frontier Communications,GTT Ethernet,200.0M x 200.0M,47.180.196.75,Frontier Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
CAS 51,CAS 51,Primary,Cox Business/BOI ,300.0M x 30.0M,266.67,68.15.20.182,Enabled,csv_import,Cox Business/BOI ,300.0M x 30.0M,68.15.20.182,Cox Communications,AT&T Broadband II,1000.0M x 1000.0M,76.199.106.113,AT&T,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 51,CAS 51 -B,Secondary,AT&T Broadband II,1000.0M x 1000.0M,165.01,76.199.106.113,Enabled,csv_import,Cox Business/BOI ,300.0M x 30.0M,68.15.20.182,Cox Communications,AT&T Broadband II,1000.0M x 1000.0M,76.199.106.113,AT&T,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 53,CAS 53,Primary,AT&T Broadband II,2000.0M x 2000.0M,240.04,75.60.234.33,Enabled,csv_import,AT&T Broadband II,2000.0M x 2000.0M,75.60.234.33,AT&T,Cox Business/BOI,300.0M x 30.0M,174.77.167.8,Cox Communications,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
CAS 53,CAS 53 -B,Secondary,Cox Business/BOI,300.0M x 30.0M,266.67,174.77.167.8,Enabled,csv_import,AT&T Broadband II,2000.0M x 2000.0M,75.60.234.33,AT&T,Cox Business/BOI,300.0M x 30.0M,174.77.167.8,Cox Communications,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
COB 01,COB 01,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.211.228.33,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,50.211.228.33,Comcast,EB2-Centurylink DSL,100.0M x 10.0M,67.40.41.89,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COB 01,COB 01- B,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,128.00,67.40.41.89,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,50.211.228.33,Comcast,EB2-Centurylink DSL,100.0M x 10.0M,67.40.41.89,CenturyLink,Yes,Yes,Eligible,Exact match WAN2,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD00,COD00,Primary,Comcast Workplace,600.0M x 35.0M,234.45,173.164.63.45,Enabled,csv_import,,,,,,,,,No,No,No Meraki device,No match,No WAN1 ARIN data,No WAN2 ARIN data,No
COD 01,,Primary,Comcast,,0.00,,Enabled,Non-DSR,Comcast,,96.78.2.33,Comcast,Verizon Business,Cell,166.248.10.6,Verizon,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,No
COD 02,COD 02,Primary,Comcast Workplace,250.0M x 25.0M,186.18,96.76.171.13,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,96.76.171.13,Comcast,Digi,Cell,192.168.2.146,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 03,,Primary,Comcast,,0.00,,Enabled,Non-DSR,Comcast,,96.75.122.169,Comcast,AT&T Cell,cell,192.168.2.199,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
COD 04,COD 04,Primary,Comcast Workplace,600.0M x 35.0M,234.45,50.190.67.161,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,50.190.67.161,Comcast Cable Communications,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 05,COD 05,Primary,Comcast Workplace,600.0M x 35.0M,234.45,70.89.171.173,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,70.89.171.173,Comcast,Comcast Workplace,750.0 M,192.168.2.201,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 06,COD 06,Primary,Lumen,100.0M x 10.0M,139.99,63.231.93.145,Enabled,csv_import,Lumen,100.0M x 10.0M,63.231.93.145,CenturyLink,AT&T Cell,cell,192.168.2.189,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN differs from Meraki,WAN2 ARIN differs from Meraki,Yes
COD 07,COD 07,Primary,Comcast Workplace,250.0M x 25.0M,186.18,50.214.21.189,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,50.214.21.189,Comcast,Digi,Cell,192.168.2.248,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 08,,Primary,Comcast,,0.00,,Enabled,Non-DSR,Comcast,,96.75.124.5,Comcast,AT&T Cell,cell,192.168.2.167,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
COD 09,,Primary,Comcast,,0.00,,Enabled,Non-DSR,Comcast,,96.75.102.5,Comcast,VZW Cell,cell,192.168.0.151,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
COD 10,COD 10,Primary,Comcast Workplace,300.0M x 30.0M,175.56,50.190.70.173,Enabled,csv_import,Comcast Workplace,300.0M x 30.0M,50.190.70.173,Comcast,Comcast Workplace,500.0 M,192.168.0.20,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 11,COD 11,Primary,Comcast Workplace,600.0M x 35.0M,234.45,75.145.115.1,Enabled,csv_import,Comcast Workplace,600.0M x 35.0M,75.145.115.1,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 13,,Primary,Comcast,,0.00,,Enabled,Non-DSR,Comcast,,96.76.170.93,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Not from CSV import,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,No
COD 14,COD 14,Primary,Comcast Workplace,250.0M x 25.0M,186.18,50.246.194.125,Enabled,csv_import,Comcast Workplace,250.0M x 25.0M,50.246.194.125,Comcast,AT&T Cell,cell,192.168.2.194,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 18,COD 18,Primary,Comcast Workplace,1000.0M x 35.0M,282.23,50.190.87.25,Enabled,csv_import,Comcast Workplace,1000.0M x 35.0M,50.190.87.25,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 19,COD 19,Primary,CenturyLink Fiber Plus,500.0M x 500.0M,600.00,63.239.214.18,Enabled,csv_import,CenturyLink Fiber Plus,500.0M x 500.0M,63.239.214.18,CenturyLink,Verizon Business,Cell,166.248.10.59,Verizon,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN matches Meraki,Yes
COD 20,COD 20,Primary,Comcast Workplace,300.0M x 30.0M,175.56,96.78.4.81,Enabled,csv_import,Comcast Workplace,300.0M x 30.0M,96.78.4.81,Comcast,VZW Cell,Cell,192.168.0.151,Private IP,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
COD 21,COD 21,Primary,Comcast Workplace,300.0M x 30.0M,175.56,50.211.254.149,Enabled,csv_import,Comcast Workplace,300.0M x 30.0M,50.211.254.149,Comcast,CenturyLink/Qwest,40.0M x 5.0M,63.229.227.41,CenturyLink,Yes,Yes,Eligible,Exact match WAN1,WAN1 ARIN matches Meraki,WAN2 ARIN differs from Meraki,Yes
