site,hostname,ip_address,position,model,serial_number,port_location,vendor,notes
AZ-Scottsdale-HQ-Corp,,,Module,C3900-SPE250/K9,FOC171211ZD,Cisco Services Performance Engine 250 for Cisco 3900 ISR on Slot 0,,
AZ-Scottsdale-HQ-Corp,,,Module,PVDM3-64,FOC17114L7M,PVDM3 DSP DIMM with 64 Channels on Slot 0 SubSlot 3,,
AZ-Scottsdale-HQ-Corp,SVHQTOR.DTC_PHX.COM.trtc.com,10.0.100.138,Master,WS-C3750G-48TS-S,FOC1104Y2P4,,,
AZ-Scottsdale-HQ-Corp,,,Slave,WS-C3750G-48TS-S,FOC1107Y42Z,,,
AZ-Scottsdale-HQ-Corp,,,SFP,GLC-T,AGM184749F8,GigabitEthernet1/0/49,Avago,
AZ-Scottsdale-HQ-Corp,,,SFP,GLC-T,AGM184749FA,GigabitEthernet1/0/50,Avago,
AZ-Scottsdale-HQ-Corp,svxcode1.dtc_phx.com,10.0.99.205,Standalone,CISCO3945-CHASSIS,FTX1434A16G,,,
AZ-Scottsdale-HQ-Corp,,,Module,C3900-SPE150/K9,FOC14314JRH,Cisco Services Performance Engine 150 for Cisco 3900 ISR on Slot 0,,
AZ-Scottsdale-HQ-Corp,,,Module,PVDM3-256,FOC17440HKB,PVDM3 DSP DIMM with 256 Channels on Slot 0 SubSlot 4,,
AZ-Scottsdale-HQ-Corp,svxgw1.dtc_phx.com,10.0.99.200,Standalone,CISCO3945-CHASSIS,FTX1434A167,,,
AZ-Scottsdale-HQ-Corp,,,Module,C3900-SPE150/K9,FOC14300S16,Cisco Services Performance Engine 150 for Cisco 3900 ISR on Slot 0,,
AZ-Scottsdale-HQ-Corp,,,Module,PVDM3-64,FOC143221FH,PVDM3 DSP DIMM with 64 Channels on Slot 0 SubSlot 4,,
AZ-Scottsdale-HQ-Corp,svxgw2.dtc_phx.com,10.0.99.201,Standalone,CISCO3945-CHASSIS,FTX1434A168,,,
AZ-Scottsdale-HQ-Corp,,,Module,C3900-SPE150/K9,FOC14304JTQ,Cisco Services Performance Engine 150 for Cisco 3900 ISR on Slot 0,,
AZ-Scottsdale-HQ-Corp,,,Module,PVDM3-64,FOC143220B9,PVDM3 DSP DIMM with 64 Channels on Slot 0 SubSlot 4,,
AZ-Scottsdale-HQ-Corp,TestLab2950-03.trtc.com,10.0.255.76,Standalone,WS-C2950-24,FHK0717W1SE,,,
AZ-Scottsdale-HQ-Corp,HQ-VG350-01,172.16.4.50,Standalone,VG350/K9,FTX1939A0JG,,,
AZ-Scottsdale-HQ-Corp,,,Module,VG350-SPE150/K9,FOC19313XL2,VG350 High Density Analog Gateway on Slot 0,,
AZ-Scottsdale-HQ-Corp,,,Module,PVDM3-256,FOC19337284,PVDM3 DSP DIMM with 256 Channels on Slot 0 SubSlot 4,,
AZ-Scottsdale-HQ-Corp,,,Module,SM-D-48FXS-E,FOC19335U77,High Density Analog Voice Module - 48FXS-E on Slot 2,,
AZ-Scottsdale-HQ-Corp,,,Module,SM-D-48FXS-E,FOC19335U7X,High Density Analog Voice Module - 48FXS-E on Slot 4,,
AZ-Scottsdale-HQ-Corp,IDF-1A-2960X-SecCam.dtc_phx.com,10.0.255.4,Standalone,WS-C2960X-24PS-L,FCW2117B29H,,,
AZ-Scottsdale-HQ-Corp,IDF-1C-2960X-SecCam.dtc_phx.com,10.0.255.6,Standalone,WS-C2960X-24PS-L,FCW2117B29J,,,
AZ-Scottsdale-HQ-Corp,IDF-1B-2960X-SecCam.dtc_phx.com,10.0.255.5,Standalone,WS-C2960X-24PS-L,FCW2117B1BD,,,
AZ-Scottsdale-HQ-Corp,HQ-VG350-02,172.16.4.51,Standalone,VG350/K9,FTX1939A0JH,,,
AZ-Scottsdale-HQ-Corp,,,Module,VG350-SPE150/K9,FOC19313XP6,VG350 High Density Analog Gateway on Slot 0,,
AZ-Scottsdale-HQ-Corp,,,Module,PVDM3-256,FOC19337286,PVDM3 DSP DIMM with 256 Channels on Slot 0 SubSlot 4,,
AZ-Scottsdale-HQ-Corp,,,Module,SM-D-48FXS-E,FOC19335U7M,High Density Analog Voice Module - 48FXS-E on Slot 2,,
AZ-Scottsdale-HQ-Corp,,,Module,SM-D-48FXS-E,FOC19348M9N,High Density Analog Voice Module - 48FXS-E on Slot 4,,
AZ-Scottsdale-HQ-Corp,IDF-2A-2960CX-SecCam.dtc_phx.com,10.0.255.7,Standalone,WS-C2960CX-8PC-L,FOC2122Z0V8,,,
AZ-Scottsdale-HQ-Corp,HQ-56128P-01,10.0.255.111,Parent Switch,N5K-C56128P,FOC2212R0JW,,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-105,N2K-C2232PP-10GE,SSI190406MF,Fex-105 Nexus2232PP-10GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-106,N2K-C2232PP-10GE,SSI190406PC,Fex-106 Nexus2232PP-10GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-107,N2K-C2232PP-10GE,SSI1905004R,Fex-107 Nexus2232PP-10GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-108,N2K-C2232PP-10GE,SSI190406YQ,Fex-108 Nexus2232PP-10GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-109,N2K-C2232PP-10GE,SSI19040A5V,Fex-109 Nexus2232PP-10GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-110,N2K-C2232PP-10GE,SSI19040A5L,Fex-110 Nexus2232PP-10GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-111,N2K-C2232PP-10GE,SSI1820046S,Fex-111 Nexus2232PP-10GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-112,N2K-C2232PP-10GE,SSI182005WX,Fex-112 Nexus2232PP-10GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-113,N2K-C2248TP-1GE,SSI14100CWJ,Fex-113 Nexus2248TP-1GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-114,N2K-C2248TP-1GE,SSI141400J5,Fex-114 Nexus2248TP-1GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-120,N2K-B22DELL-P,FOC1648R1EL,Fex-120 Nexus2200DELL Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-121,N2K-B22DELL-P,FOC1652R005,Fex-121 Nexus2200DELL Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-122,N2K-B22DELL-P,FOC1646R08H,Fex-122 Nexus2200DELL Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-123,N2K-C2232PP-10GE,SSI182005WW,Fex-123 Nexus2232PP-10GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-124,N2K-C2232PP-10GE,SSI182000T9,Fex-124 Nexus2232PP-10GE Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,FEX-125,N2K-B22DELL-P,FOC1747R0PN,Fex-125 Nexus2200DELL Chassis,Cisco,
AZ-Scottsdale-HQ-Corp,,,Module,N5K-C56128P,FOC22110X9M,Nexus 56128P Supervisor in Fixed Module-1,,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2232PP-10GE,FOC19110T4L,"Fex-105 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2232PP-10GE,FOC191071L0,"Fex-106 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2232PP-10GE,FOC19106XP6,"Fex-107 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2232PP-10GE,FOC19110T51,"Fex-108 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2232PP-10GE,FOC19110RYM,"Fex-109 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2232PP-10GE,FOC19110RZJ,"Fex-110 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2232PP-10GE,FOC18275F2H,"Fex-111 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2232PP-10GE,FOC18275F8J,"Fex-112 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2248TP-1GE,JAF1416DDHJ,"Fex-113 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2248TP-1GE,JAF1416BLLC,"Fex-114 Fabric Extender Module: 48x1GE, 4x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-B22DELL-P,FOC16470GM1,"Fex-120 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-B22DELL-P,FOC16520U1R,"Fex-121 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-B22DELL-P,FOC16454DF7,"Fex-122 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2232PP-10GE,FOC18275F81,"Fex-123 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-C2232PP-10GE,FOC18275F9U,"Fex-124 Fabric Extender Module: 32x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,Module,N2K-B22DELL-P,FOC174624GD,"Fex-125 Fabric Extender Module: 16x10GE, 8x10GE in FixedModule-1",,
AZ-Scottsdale-HQ-Corp,,,SFP,N56-M24UP2Q,FOC18394S23,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,,
AZ-Scottsdale-HQ-Corp,,,SFP,N56-M24UP2Q,FOC20210ELJ,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,,
AZ-Scottsdale-HQ-Corp,HQ-56128P-02,10.0.255.112,Parent Switch,N5K-C56128P,FOC1827R16P,,Cisco,
AZ-Scottsdale-HQ-Corp,,,Module,N5K-C56128P,FOC18303653,Nexus 56128P Supervisor in Fixed Module-1,,
AZ-Scottsdale-HQ-Corp,,,SFP,N56-M24UP2Q,FOC182778Q6,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,,
AZ-Scottsdale-HQ-Corp,,,SFP,N56-M24UP2Q,FOC183211E5,24 ports 10GE SFP+ and 2xQSFP ports Ethernet Module,,
AZ-Scottsdale-HQ-Corp,AL-7000-02-CORE,10.0.184.20,Standalone,N7K-C7010,TBM13250072,,Cisco,"VDCs: ADMIN, CORE, EDGE, PCI"
AZ-Scottsdale-HQ-Corp,,,Module,N7K-F312FQ-25,JAE191208KU,10/40 Gbps Ethernet Module,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-SUP2E,JAE1915031M,Supervisor Module-2,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-SUP2E,JAE1915032L,Supervisor Module-2,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-F312FQ-25,JAE19100084,10/40 Gbps Ethernet Module,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-F312FQ-25,JAE191208L7,10/40 Gbps Ethernet Module,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-F248XP-25E,JAE191509AC,1/10 Gbps Ethernet Module,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-F248XP-25E,JAE191509D6,1/10 Gbps Ethernet Module,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-C7010-FAB-2,JAF1903ACEK,Fabric card module,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-C7010-FAB-2,JAF1903ACGA,Fabric card module,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-C7010-FAB-2,JAF1903ACKF,Fabric card module,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-C7010-FAB-2,JAF1903ACFF,Fabric card module,,
AZ-Scottsdale-HQ-Corp,,,Module,N7K-C7010-FAB-2,JAF1903ACFN,Fabric card module,,
AZ-Scottsdale-HQ-Corp,,,SFP,QSFP-40G-SR4,AVP1830S46G,Transceiver(slot:1-port:1),,
AZ-Scottsdale-HQ-Corp,,,SFP,QSFP-40G-SR-BD,AVM1843U62K,Transceiver(slot:1-port:2),,
AZ-Scottsdale-HQ-Corp,,,SFP,QSFP-40G-SR4,AVP1831S0RA,Transceiver(slot:1-port:3),,
AZ-Scottsdale-HQ-Corp,,,SFP,QSFP-40G-SR4,AVP1831S196,Transceiver(slot:1-port:5),,
AZ-Scottsdale-HQ-Corp,,,SFP,QSFP-40G-SR4,AVP1830S1S1,Transceiver(slot:1-port:7),,
AZ-Scottsdale-HQ-Corp,,,SFP,QSFP-40G-SR4,JFQ202020TT,Transceiver(slot:1-port:9),,
AZ-Scottsdale-HQ-Corp,,,SFP,QSFP-40G-SR4,JFQ2021201P,Transceiver(slot:1-port:11),,
AZ-Scottsdale-HQ-Corp,,,SFP,QSFP-40G-SR-BD,AVM1842U5LE,Transceiver(slot:7-port:1),,
AZ-Scottsdale-HQ-Corp,,,SFP,QSFP-40G-SR-BD,AVM1842U5LB,Transceiver(slot:7-port:2),,
AZ-Scottsdale-HQ-Corp,,,SFP,QSFP-40G-SR-BD,AVM1842U5LC,Transceiver(slot:7-port:3),,
AZ-Scottsdale-HQ-Corp,HQ-LUMEN-DIA,192.168.255.14,Standalone,C8300-2N2S-4T2X,FLM28291036,,,
AZ-Scottsdale-HQ-Corp,,,Module,C-NIM-1X,FDO28240955,NIM subslot 0/1,,
AZ-Scottsdale-HQ-Corp,,,Module,C8300-2N2S-4T2X,FDO281618B0,module R0,,
AZ-Scottsdale-HQ-Corp,,,SFP,SFP-10G-SR,ECL133203K5,subslot 0/0 transceiver 4,,
AZ-Scottsdale-HQ-Corp,,,SFP,SFP-10G-LR,ACP26310KFB,subslot 0/0 transceiver 5,,
AZ-Scottsdale-HQ-Corp,,,SFP,SFP-10G-SR,ACP271604E0,subslot 0/1 transceiver 0,,
AZ-Scottsdale-HQ-Corp,HQ-ATT-DIA,192.168.255.15,Standalone,C8300-2N2S-4T2X,FLM28291037,,,
AZ-Scottsdale-HQ-Corp,,,Module,C-NIM-1X,FDO2824095D,NIM subslot 0/1,,
AZ-Scottsdale-HQ-Corp,,,Module,C8300-2N2S-4T2X,FDO282409X2,module R0,,
AZ-Scottsdale-HQ-Corp,,,SFP,SFP-10G-SR,ACP280204LU,subslot 0/0 transceiver 4,,
AZ-Scottsdale-HQ-Corp,,,SFP,SFP-GE-L,FNS13280YEX,subslot 0/0 transceiver 5,,
AZ-Scottsdale-HQ-Corp,,,SFP,SFP-10G-SR,ACP2802091C,subslot 0/1 transceiver 0,,
AZ-Alameda-DC,ALA-3130-Rack3-ENC3-A.dtc_phx.com,10.101.255.120,Standalone,WS-CBS3130X-S,FOC1420H01S,,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO141815M2,Switch 1 - Slot 1 - TwinGig Converter Module,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO14181F25,Switch 1 - Slot 2 - TwinGig Converter Module,,
AZ-Alameda-DC,ALA-3130-Rack3-ENC3-B.dtc_phx.com,10.101.255.121,Standalone,WS-CBS3130X-S,FOC1437H010,,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO14340BUE,Switch 1 - Slot 1 - TwinGig Converter Module,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO14340AJT,Switch 1 - Slot 2 - TwinGig Converter Module,,
AZ-Alameda-DC,AL-3130-R16-ENC1-B.dtc_phx.com,10.101.255.119,Standalone,WS-CBS3130X-S,FOC1420H012,,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO141813Y8,Switch 1 - Slot 1 - TwinGig Converter Module,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO141814P2,Switch 1 - Slot 2 - TwinGig Converter Module,,
AZ-Alameda-DC,AL-3130-R16-Enc1-A.dtc_phx.com,10.101.255.118,Standalone,WS-CBS3130X-S,FOC1437H012,,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO14340A8H,Switch 1 - Slot 1 - TwinGig Converter Module,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO14340AFL,Switch 1 - Slot 2 - TwinGig Converter Module,,
AZ-Alameda-DC,AL-3130-R3-ENC2-B.dtc_phx.com,10.101.255.117,Standalone,WS-CBS3130X-S,FOC1420H01Z,,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO141816DL,Switch 1 - Slot 1 - TwinGig Converter Module,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO141816MQ,Switch 1 - Slot 2 - TwinGig Converter Module,,
AZ-Alameda-DC,AL-3130-R3-ENC2-A.dtc_phx.com,10.101.255.115,Standalone,WS-CBS3130X-S,FOC1420H01R,,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO14181E8Y,Switch 1 - Slot 1 - TwinGig Converter Module,,
AZ-Alameda-DC,,,Module,800-27645-02,FDO141800PJ,Switch 1 - Slot 2 - TwinGig Converter Module,,
AZ-Alameda-DC,Alameda-IDFA-3750-Stack.dtc_phx.com,10.101.255.50,Master,WS-C3750-48PS-S,FDO1239X2T5,,,
AZ-Alameda-DC,,,Slave,WS-C3750-48PS-S,FDO1239X2Q6,,,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS12410EPW,GigabitEthernet1/0/1,Finisar,
AZ-Alameda-DC,,,SFP,GLC-T,AGM142623D0,GigabitEthernet1/0/3,Avago,
AZ-Alameda-DC,,,SFP,GLC-T,AGM151125MA,GigabitEthernet1/0/4,Avago,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,AGS084401HZ,GigabitEthernet1/0/2,Avago,
AZ-Alameda-DC,,,SFP,GLC-T,00000MTC13390224,GigabitEthernet2/0/3,,
AZ-Alameda-DC,,,SFP,GLC-T,00000MTC1611071N,GigabitEthernet2/0/4,,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,AGM1248152A,GigabitEthernet2/0/1,Avago,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS12410DKJ,GigabitEthernet2/0/2,Finisar,
AZ-Alameda-DC,Alameda-IDFB-3750-Stack.dtc_phx.com,10.101.255.60,Standalone,WS-C3750-48PS-S,CAT0847R1TZ,,,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,AGS084401JC,GigabitEthernet1/0/1,Avago,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS0846B2E1,GigabitEthernet1/0/2,Finisar,
AZ-Alameda-DC,Alameda-IDFC-3750-Stack.dtc_phx.com,10.101.255.70,Master,WS-C3750-48PS-S,FDO1239X2T6,,,
AZ-Alameda-DC,,,Slave,WS-C3750-48PS-S,FDO1239X2T0,,,
AZ-Alameda-DC,,,Slave,WS-C3750-48PS-S,FDO1239X2PZ,,,
AZ-Alameda-DC,,,Slave,WS-C3750-48PS-S,FDO1421X2Z7,,,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS12410ENQ,GigabitEthernet1/0/1,Finisar,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS111711YV,GigabitEthernet1/0/3,Finisar,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,AGM12491920,GigabitEthernet2/0/1,Avago,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS111711YX,GigabitEthernet2/0/3,Finisar,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS111711H1,GigabitEthernet2/0/4,Finisar,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS12420JKG,GigabitEthernet3/0/1,Finisar,
AZ-Alameda-DC,Alameda-IDFD-3750-Stack.dtc_phx.com,10.101.255.80,Standalone,WS-C3750-48PS-S,FDO1239X2TA,,,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS12370NSR,GigabitEthernet1/0/1,Finisar,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS14141W1R,GigabitEthernet1/0/2,Finisar,
AZ-Alameda-DC,Alameda-IDFE-3750-Stack.dtc_phx.com,10.101.255.90,Master,WS-C3750V2-48PS-S,FDO1738Y16S,,,
AZ-Alameda-DC,,,Slave,WS-C3750V2-48PS-S,FDO1738Y19V,,,
AZ-Alameda-DC,,,Slave,WS-C3750V2-48PS-S,FDO1738Y02E,,,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS12410EP2,GigabitEthernet1/0/1,Finisar,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS111711YP,GigabitEthernet1/0/2,Finisar,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,AGM140616AD,GigabitEthernet3/0/1,Avago,
AZ-Alameda-DC,,,SFP,SFP-GE-S,FNS132700J1,GigabitEthernet3/0/2,,
AZ-Alameda-DC,aladasa06a,10.101.255.35,Standalone,DCS-7050SX3-48YC8,JPA2314P1UM,,,
AZ-Alameda-DC,,,SFP,QSFP-40GSR4-AN-L,USW1000001025821,"""""",,
AZ-Alameda-DC,,,SFP,QSFP-100G-SR4,XMH225102086,"""""",,
AZ-Alameda-DC,,,SFP,QSFP-100G-SR4,XMH225102081,"""""",,
AZ-Alameda-DC,aladasa06b,10.101.255.36,Standalone,DCS-7050SX3-48YC8,JPA2313P3HE,,,
AZ-Alameda-DC,,,SFP,QSFP-40GSR4-AN-L,USW1000001025822,"""""",,
AZ-Alameda-DC,,,SFP,QSFP-100G-SR4,XMH225102083,"""""",,
AZ-Alameda-DC,,,SFP,QSFP-100G-SR4,XMH225102104,"""""",,
AZ-Alameda-DC,aladasa08a,10.101.255.37,Standalone,DCS-7050SX3-48YC8,JPA2314P1V5,,,
AZ-Alameda-DC,,,SFP,QSFP-40GSR4-AN-L,USW1000001025816,"""""",,
AZ-Alameda-DC,,,SFP,QSFP-100G-SR4,XMH225102282,"""""",,
AZ-Alameda-DC,,,SFP,QSFP-100G-SR4,XMH224400686,"""""",,
AZ-Alameda-DC,aladasa08b,10.101.255.38,Standalone,DCS-7050SX3-48YC8,JPA2314P1V7,,,
AZ-Alameda-DC,,,SFP,QSFP-40GSR4-AN-L,USW1000001025815,"""""",,
AZ-Alameda-DC,,,SFP,QSFP-100G-SR4,XMH225000098,"""""",,
AZ-Alameda-DC,,,SFP,QSFP-100G-SR4,XMH224401066,"""""",,
AZ-Alameda-DC,AL-MPLS-R1.dtc_phx.com,10.101.100.106,Standalone,C8300-1N1S-4T2X,FLM274610LV,,,
AZ-Alameda-DC,,,Module,C8300-1N1S-4T2X,,module 0,,
AZ-Alameda-DC,,,Module,C8300-1N1S-4T2X,FDO27410DQF,module R0,,
AZ-Alameda-DC,,,SFP,SFP-GE-L,FNS140708XX,subslot 0/0 transceiver 4,,
AZ-Alameda-DC,,,SFP,SFP-GE-S,FNS132701M6,subslot 0/0 transceiver 5,,
AZ-Alameda-DC,Alameda-Rack3-3750-Stack,10.101.255.101,Master,WS-C3750G-48TS-S,FOC1306W6AH,,,
AZ-Alameda-DC,,,Slave,WS-C3750G-48TS-S,FOC1250W6L0,,,
AZ-Alameda-DC,Alameda-Rack4-3750-Stack.dtc_phx.com,10.101.255.102,Standalone,WS-C3750G-48TS-S,FOC1306W4BG,,,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,AGM1249191S,GigabitEthernet2/0/49,Avago,
AZ-Alameda-DC,AL-Rack2-2960-01.dtc_phx.com,10.101.255.29,Standalone,WS-C2960-48TT-L,FOC1324V4A3,,,
AZ-Alameda-DC,Alameda-Rack5-3750-Stack.dtc_phx.com,10.101.255.105,Standalone,WS-C3750G-48TS-E,FOC1050Y671,,,
AZ-Alameda-DC,Alameda-Rack4-3750-A.dtc_phx.com,10.101.255.103,Standalone,WS-C3750G-48TS-S,FOC1411Y8FB,,,
AZ-Alameda-DC,,,SFP,GLC-T,AGM184749GG,GigabitEthernet1/0/49,Avago,
AZ-Alameda-DC,,,SFP,GLC-T,AGM184749GK,GigabitEthernet1/0/50,Avago,
AZ-Alameda-DC,,,SFP,GLC-T,AGM182927AC,GigabitEthernet1/0/51,Avago,
AZ-Alameda-DC,,,SFP,GLC-T,AGM1829272J,GigabitEthernet1/0/52,Avago,
AZ-Alameda-DC,Alameda-IDFA-VG224,10.101.14.21,Standalone,VG224,FHK1242F1UG,,,
AZ-Alameda-DC,Alameda-IDFB-VG224.trtc.com,10.101.14.22,Standalone,VG224,FHK1335F2S8,,,
AZ-Alameda-DC,Alameda-IDFC-VG224,10.101.14.23,Standalone,VG224,FHK1242F1UF,,,
AZ-Alameda-DC,Alameda-IDFD-VG224,10.101.14.24,Standalone,VG224,FHK1242F1UH,,,
AZ-Alameda-DC,Alameda-IDFE-VG224,10.101.14.25,Standalone,VG224,FHK1242F1UJ,,,
AZ-Alameda-DC,Alameda-MDF-VG224,10.101.14.26,Standalone,VG224,FGL1449104B,,,
AZ-Alameda-DC,Asset-SW8-2960.trtc.com,10.101.108.17,Standalone,WS-C2960S-48TS-S,FOC1717W5HQ,,,
AZ-Alameda-DC,,,SFP,GLC-T,00000MTC1611073T,GigabitEthernet0/49,,
AZ-Alameda-DC,,,SFP,GLC-T,AGM151125MY,GigabitEthernet0/50,Avago,
AZ-Alameda-DC,CFG_03_SW.trtc.com,10.101.255.124,Standalone,WS-C2960S-24TS-S,FOC1621W5PW,,,
AZ-Alameda-DC,,,SFP,GLC-T,AGM151522WP,GigabitEthernet0/25,Avago,
AZ-Alameda-DC,CFG_04_SW.dtc_phx.com,10.101.108.21,Standalone,WS-C3750G-48TS-S,FOC1230Y0RB,,,
AZ-Alameda-DC,,,SFP,GLC-T,AGM201541ER,GigabitEthernet1/0/49,Avago,
AZ-Alameda-DC,,,SFP,GLC-SX-MMD,FNS15501ENR,GigabitEthernet1/0/50,Finisar,
AZ-Alameda-DC,IDF-A-2960X-SecCam.dtc_phx.com,10.101.255.10,Standalone,WS-C2960X-24PS-L,FOC2117S06X,,,
AZ-Alameda-DC,IDF-B-2960X-SecCam.dtc_phx.com,10.101.255.11,Standalone,WS-C2960X-24PS-L,FCW2117B2BR,,,
AZ-Alameda-DC,IDF-C-2960X-SecCam.dtc_phx.com,10.101.255.12,Standalone,WS-C2960X-24PS-L,FCW2117B2B7,,,
AZ-Alameda-DC,IDF-D-2960CX-SecCam.dtc_phx.com,10.101.255.13,Standalone,WS-C2960CX-8PC-L,FOC2122Z0VF,,,
AZ-Alameda-DC,IDF-E-2960CX-SecCam.dtc_phx.com,10.101.255.14,Standalone,WS-C2960CX-8PC-L,FOC2121Z5BM,,,
AZ-Alameda-DC,SVALTOR,10.101.100.138,Master,WS-C3750G-24TS-S1U,FOC1417Y1BH,,,
AZ-Alameda-DC,,,Slave,WS-C3750G-24TS-S1U,FOC1414Z66M,,,
AZ-Alameda-DC,svgw3.dtc_phx.com,10.101.99.254,Standalone,CISCO3945-CHASSIS,FTX1714AJPG,,,
AZ-Alameda-DC,,,Module,C3900-SPE250/K9,FOC1712123E,Cisco Services Performance Engine 250 for Cisco 3900 ISR on Slot 0,,
AZ-Alameda-DC,,,Module,PVDM3-64,FOC17114L7Z,PVDM3 DSP DIMM with 64 Channels on Slot 0 SubSlot 3,,
AZ-Alameda-DC,svxcode2.dtc_phx.com,10.101.99.205,Standalone,CISCO3945-CHASSIS,FTX1431AKK8,,,
