id,network_name,device_tags,wan1_provider,wan1_speed,wan1_circuit_role,wan1_confirmed,wan2_provider,wan2_speed,wan2_circuit_role,wan2_confirmed,last_updated,created_at,pushed_to_meraki,pushed_date,wan1_ip,wan2_ip,wan1_arin_org,wan2_arin_org
26008,TXD 31,,Spectrum,750.0M x 35.0M,Primary,True,AT&T Cell,Cell,Secondary,True,2025-07-10 19:52:23.086581,2025-07-07 09:50:02.793660,True,2025-07-10 19:52:23.086581,,,,
26085,TXH 04,,AT&T Broadband II,1000.0 M,Primary,True,Comcast,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26098,TXH 23,,Optimum,500.0M x 50.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26114,TXH 45,,Comcast Workplace,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26108,TXH 34,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Starlink,Satellite,Secondary,True,2025-07-09 16:02:22.593714,2025-07-07 09:50:02.793660,True,2025-07-09 16:02:22.593714,,,,
26080,TXG 03,,Comcast Workplace	,750.0M x 35.0M,Primary,True,Starlink,Satellite,Secondary,True,2025-07-09 16:04:57.594998,2025-07-07 09:50:02.793660,True,2025-07-09 16:04:57.594998,,,,
26101,TXH 26,,Spectrum,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26115,TXH 46,,Comcast Workplace,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26117,TXH 49,,Comcast Workplace,600.0M x 35.0M,Primary,True,Starlink,Satellite,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26118,TXH 50,,AT&T Broadband II,300.0M x 300.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26119,TXH 51,,Comcast Workplace,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26125,TXH 57,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26123,TXH 55,,AT&T Broadband II,1000.0 M,Primary,True,"Comcast Cable Communications, LLC",1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25333,COD 40,,Comcast Workplace,250.0M x 25.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25605,MIF 05,,Comcast,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25635,MNM 02,,Comcast,,Primary,True,Starlink,Satellite,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25641,MNM 09,,DSR Comcast,,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25643,MNM 11,,Comcast,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25656,MNM 24,,Comcast,,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25660,MNM 29,,Comcast,,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26131,TXH 63,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26147,TXH 80,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26136,TXH 68,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26139,TXH 71,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26141,TXH 73,,Comcast Workplace,300.0M x 30.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26208,TXW 03,,Optimum,500.0M x 50.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26211,TXW 06,,Optimum,500.0M x 50.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26143,TXH 75,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26150,TXH 83,,Comcast Workplace,250.0M x 25.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26172,TXM 01,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26183,TXS 08,,Spectrum,940.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26199,TXS 25,,Spectrum,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26216,UTS 01,,Comcast Workplace,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25657,MNM 25,,ComcastAgg,,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25633,MNM_00,,Comcast,600.0 M,Primary,True,Digi,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
26220,UTS 05,,Comcast Workplace,600.0M x 35.0M,Primary,True,Centracom,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26229,UTS 16,,Comcast,300.0M x 30.0M,Primary,True,EB2-Lumen DSL,100.0M x 10.0M,Secondary,True,2025-07-09 16:18:57.402086,2025-07-07 09:50:02.793660,True,2025-07-09 16:18:57.402086,,,,
26221,UTS 06,,Comcast Workplace,250.0M x 25.0M,Primary,True,EB2-Centurylink DSL,80.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26224,UTS 11,,Comcast,300.0M x 30.0M,Primary,True,Centracom,300.0M x 30.0M,Secondary,True,2025-07-09 16:19:20.454192,2025-07-07 09:50:02.793660,True,2025-07-09 16:19:20.454192,,,,
26312,WIG 01,,Spectrum,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25190,CAN 10,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-07 10:13:19.699101,,,,
25366,FLJ 03,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25532,INI 01,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Comcast Workplace,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25566,KSW 03,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26209,TXW 04,,Altice,500.0M x 50.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26210,TXW 05,,Altice,500.0M x 50.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26212,TXW 07,,Altice West,500.0M x 50.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26213,TXW 08,,Harris Broadband,500.0M x 20.0M,Primary,True,Unite Private Networks,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26218,UTS 03,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Lumen DSL,140.0M x 20.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26219,UTS 04,,Comcast Workplace,250.0M x 25.0M,Primary,True,EB2-Lumen DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26223,UTS 09,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26231,UTS 18,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26235,UTS 22,,Centracom,500.0M x 500.0M,Primary,True,CenturyLink/Qwest,60.0M x 5.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26237,UTS 24,,Comcast Workplace,600.0M x 35.0M,Primary,True,Spanish Fork Community Network,1000.0M x 1000.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26214,TXW 09,,Altice,500.0M x 50.0M,Primary,True,Vexus,100.0M x 100.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26222,UTS 07,,Comcast,300.0 M,Primary,True,DSR Lumen DSL,80.0M x 10.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25529,INF 03,,MetroNet,250.0M x 25.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26238,UTS 25,,Comcast Workplace,600.0M x 35.0M,Primary,True,Centracom,100.0M x 40.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26300,WAV 02,,Comcast Workplace,600.0M x 35.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26302,WAY 01,,Spectrum,600.0M x 35.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
26314,WIM 01,,Spectrum,600.0M x 35.0M,Primary,True,Accelerated Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25186,CAN 03,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25194,CAN 14,,AT&T Broadband II,250.0M x 25.0M,Primary,True,Comcast Workplace,1000.0M x 200.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25207,CAN 28,,EB2-Frontier Fiber,600.0M x 35.0M,Primary,True,Comcast Workplace,500.0M x 500.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25210,CAN 31,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25216,CAN 37,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Comcast Workplace,1000.0M x 200.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25232,CAN 53,,Vast Networks,250.0M x 25.0M,Primary,True,Comcast Workplace,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25250,CAS 05,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Cox Business/BOI,1000.0M x 200.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25253,CAS 08,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Cox Business/BOI,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25259,CAS 14,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Cox Business/BOI,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25242,CAO 03,,EB2-Frontier Fiber,50.0M x 10.0M,Primary,True,GTT Ethernet,500.0M x 500.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25244,CAO 06,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Cox Business/BOI,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25248,CAS 03,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Cox Business/BOI,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25249,CAS 04,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Cox Business/BOI,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25237,CAN 58,,Private Customer - AT&T Internet Services,250.0M x 25.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25328,COD 35,,Comcast Workplace,75.0M x 15.0M,Primary,True,LiveWire Net,300.0M x 30.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25347,COS 05,,Unite Private Networks,250.0M x 25.0M,Primary,True,Comcast Workplace,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25360,FLG 02,,Ocala Fiber Network,300.0M x 30.0M,Primary,True,Cox Business/BOI,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25416,GAA 14,,Comcast,300.0 M,Primary,True,AT&T Broadband II,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25556,KSK 03,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25557,KSK 04,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25596,MID 20,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25599,MID 24,,Comcast,300.0 M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25600,MID 25,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Comcast Workplace,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25109,AZP 46,,Cox Business/BOI,300.0M x 30.0M,Primary,True,EB2-Centurylink DSL,140.0M x 20.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25604,MIF 04,,AT&T Broadband II,1000.0 M,Primary,True,Comcast,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25607,MIF 26,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25631,MIT 26,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25637,MNM 05,,Comcast,,Primary,True,DSR Lumen DSL,100.0M x 10.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25632,MIW 21,,Comcast,300.0 M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25652,MNM 20,,MetroNet,600.0M x 35.0M,Primary,True,Spectrum,500.0M x 500.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25663,MOK 01,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25686,MOS 12,,Private Customer - AT&T Internet Services,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25681,MOS 06,,Spectrum,200.0M x 40.0M,Primary,True,AT&T Broadband II,600.0M x 35.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25742,NEL 01,,Customer Static IP Range at LNK02-OA01,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25771,NMS 03,,NMSurf Inc.,250.0M x 25.0M,Primary,True,Comcast Workplace,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25783,NVL 15,,Cox Business/BOI,300.0 M,Primary,True,CenturyLink,300.0M x 30.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25795,NVR 05,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25821,OHC 06,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25823,OHC 08,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25977,TXC 15,,Spectrum,600.0M x 35.0M,Primary,True,EB2-CableOne Cable,300.0M x 30.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25980,TXC 18,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 200.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25981,TXC 19,,Vexus,600.0M x 35.0M,Primary,True,Spectrum,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25983,TXC 21,,Big Bend Telephone,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26038,TXD 63,,EB2-Windstream Fiber,300.0M x 50.0M,Primary,True,Cable One,500.0M x 500.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26068,TXD 93,,DSR Altice,100.0M x 10.0M,Primary,True,DSR CLink DSL,80.0 M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26069,TXD 94,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26088,TXH 11,,"Comcast Cable Communications, LLC",,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26093,TXH 17,,Comcast,300.0 M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26095,TXH 20,,AT&T Broadband II,250.0M x 25.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26099,TXH 24,,Comcast,300.0 M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26154,TXH 87,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26156,TXH 89,,AT&T Broadband II,250.0M x 25.0M,Primary,True,Comcast Workplace,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26162,TXH 95,,AT&T Broadband II,250.0M x 25.0M,Primary,True,Comcast Workplace,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26174,TXM 03,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Altice,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26186,TXS 12,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,750.0 M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26187,TXS 13,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26188,TXS 14,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26190,TXS 16,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25060,AZF 02,,Altice West,500.0M x 50.0M,Primary,True,Lightpath,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25036,ALB 01,,AT&T Broadband II,200.0M x 200.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-07 10:49:53.914592,,,,
26256,VAR 03,,EB2-Verizon Fiber,300.0M x 30.0M,Primary,True,Comcast Workplace,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26263,VAW 01,,Lumos Networks,300.0M x 30.0M,Primary,True,Comcast Workplace,500.0M x 500.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26270,WAE 04,,EB2-Ziply Fiber,600.0M x 35.0M,Primary,True,Spectrum,500.0M x 500.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26286,WAS 18,,LocalTel,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26296,WAS 28,,Astound,300.0M x 30.0M,Primary,True,Comcast Workplace,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26261,VAR 08,,Verizon,Cell,Primary,True,Comcast,,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25405,GAA_00,,AT&T,1000.0 M,Primary,True,Comcast,750.0 M,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25608,MIG 07,,AT&T Broadband II,1000.0 M,Primary,True,Comcast,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
26042,TXD 67,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25263,CAS 18,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Cox Business/BOI,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25270,CAS 25,,AT&T Broadband II,940.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25272,CAS 28,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Cox Business/BOI,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25276,CAS 34,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Cox Business/BOI,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25280,CAS 38,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Cox Business/BOI,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25286,CAS 44,,AT&T Broadband II,600.0M x 35.0M,Primary,True,Spectrum,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25292,CAS 50,,EB2-Frontier Fiber,50.0M x 10.0M,Primary,True,GTT Ethernet,500.0M x 500.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25340,CON 03,,FORT COLLINS CONNEXION,300.0M x 30.0M,Primary,True,Comcast Workplace,500.0M x 500.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25370,FLJ 09,,AT&T Broadband II,300.0M x 30.0M,Primary,True,Comcast Workplace,300.0M x 300.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25088,AZP 24,,Cox Business/BOI,300.0M x 30.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
