id,network_name,device_tags,wan1_provider,wan1_speed,wan1_circuit_role,wan1_confirmed,wan2_provider,wan2_speed,wan2_circuit_role,wan2_confirmed,last_updated,created_at,pushed_to_meraki,pushed_date,wan1_ip,wan2_ip,wan1_arin_org,wan2_arin_org
25200,CAN 20,,Consolidated Communications,300.0M x 300.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25679,MOS 04,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25680,MOS 05,,Spectrum,940.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25683,MOS 08,,Spectrum,600.0M x 35.0M,Primary,True,Brightspeed,100.0M x 100.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25689,MSN 01,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25690,MSN 02,,C Spire,300.0M x 300.0M,Primary,True,Comcast Workplace,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25695,NCC 01,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25696,NCC 02,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25698,NCC 04,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25699,NCC 05,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25700,NCC 06,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25701,NCC 07,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
28221,Temp Wireless,['Lab'],,,Primary,False,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 11:46:47.102071,False,,,,,
25703,NCC 09,,Spectrum,940.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25704,NCC 10,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25706,NCC 13,,Spectrum,600.0M x 35.0M,Primary,True,Lumos Networks,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25709,NCC 16,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25710,NCC 17,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25715,NCC 23,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25716,NCC 24,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25717,NCC 25,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25718,NCC 26,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,AT&T Broadband II,1000.0 M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25722,NCC 33,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25723,NCC 35,,Metronet,500.0M x 50.0M,Primary,True,Metronet,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25724,NCC 36,,Spectrum,600.0M x 35.0M,Primary,True,GreenLight,1000.0M x 1000.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25725,NCC 37,,Spectrum,600.0M x 35.0M,Primary,True,MetroNet,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25727,NCC 39,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25728,NCC 40,,Spectrum,600.0M x 35.0M,Primary,True,EB2-Windstream Fiber,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25729,NCC 41,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25730,NCC 42,,AT&T Broadband II,100.0M x 20.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25735,NCC 47,,Spectrum,600.0M x 35.0M,Primary,True,MetroNet,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25738,NCC 52,,Spectrum,600.0M x 35.0M,Primary,True,Metronet,100.0M x 100.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25739,NCN 01,,Spectrum,600.0M x 35.0M,Primary,True,Brightspeed,100.0M x 100.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25746,NEO 05,,Cox Business/BOI,300.0M x 30.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25747,NEO 06,,Cox Business/BOI,300.0M x 30.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25751,NMA 02,,Comcast Workplace,300.0M x 30.0M,Primary,True,ComcastAgg CLink,20.0 M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25753,NMA 04,,Comcast Workplace,300.0M x 30.0M,Primary,True,Unite Private Networks,100.0M x 100.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25758,NMA 09,,SparkLight,300.0M x 30.0M,Primary,True,Comcast Workplace,200.0M x 20.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25766,NMF 01,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25770,NMS 02,,Comcast Workplace,300.0M x 30.0M,Primary,True,CenturyLink,60.0M x 5.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25778,NVL 08,,CenturyLink Fiber Plus,500.0M x 500.0M,Primary,True,Cox Business/BOI,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25793,NVR 02,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25794,NVR 04,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25818,OHC 03,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25284,CAS 42,,Cox Communications,,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-07 11:46:47.102071,2025-07-07 09:50:02.793660,False,,,,,
25196,CAN 16,,Frontier,,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-07 11:07:02.889081,,,,
25206,CAN 26,,Comcast Workplace,300.0M x 30.0M,Primary,True,Digi,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25236,CAN 57,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25241,CAO 01,,AT&T,,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25243,CAO 05,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25634,MNM 01,,Comcast Workplace,600.0M x 35.0M,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25638,MNM 06,,Comcast Workplace,600.0M x 35.0M,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25639,MNM 07,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25640,MNM 08,,Comcast Workplace,250.0M x 25.0M,Primary,True,EB2-Centurylink DSL,140.0M x 20.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25642,MNM 10,,Comcast Workplace,250.0M x 25.0M,Primary,True,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25645,MNM 13,,Comcast Workplace,600.0M x 35.0M,Primary,True,EB2-Lumen DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25647,MNM 15,,Spectrum,600.0M x 35.0M,Primary,True,Metronet,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25822,OHC 07,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25824,OHC 10,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,1000.0M x 1000.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25825,OHD 02,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25827,OHD 04,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,1000.0M x 1000.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25828,OHL 01,,Spectrum,600.0M x 35.0M,Primary,True,Telephone Service Company TSC,200.0M x 50.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25829,OHN 01,,Spectrum,600.0M x 35.0M,Primary,True,EB2-Windstream Fiber,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25830,OHN 02,,AT&T Broadband II,1000.0M x 200.0M,Primary,True,Cox Business/BOI,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25833,OHN 05,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25837,OHS 03,,Spectrum,600.0M x 35.0M,Primary,True,Altafiber,400.0M x 200.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25838,OHS 04,,Spectrum,600.0M x 35.0M,Primary,True,Altafiber,400.0M x 200.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25839,OHS 05,,Spectrum,600.0M x 35.0M,Primary,True,Altafiber,400.0M x 200.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25840,OHT 01,,AT&T Broadband II,300.0M x 300.0M,Primary,True,Buckeye Broadband Business,400.0M x 400.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25841,OHT 02,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
28316,Mt. Prospect Voice,['Voice'],AT&T BVOIP Asset ID IZEC561522ATI,,Primary,False,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 11:46:47.102071,False,,,,,
25842,OKA 01,,AT&T Broadband II,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25845,OKO 02,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25846,OKO 03,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25848,OKO 05,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25850,OKO 07,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Cox Business/BOI,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25851,OKO 08,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25852,OKO 09,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25853,OKO 10,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25854,OKO 11,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Broadband II,1000.0M x 200.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25644,MNM 12,,Metronet,600.0M x 35.0M,Primary,True,Spectrum,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25421,GAA 21,,AT&T Broadband II,1000.0 M,Primary,True,"Comcast Cable Communications, LLC",1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25246,CAS 01,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25254,CAS 09,,Cox Business/BOI,300.0M x 30.0M,Primary,True,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25351,COW 02,,Elevate Internet,1000.0M x 1000.0M,Primary,True,AT&T Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,True,2025-07-10 13:32:01.618273,,,,
25422,GAA 22,,Cox Business/BOI,300.0M x 30.0M,Primary,True,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25693,MTM 02,,Spectrum,600.0M x 35.0M,Primary,False,AT&T Cell,cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25702,NCC 08,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25858,OKO 15,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Cox Business/BOI,300.0M x 30.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25859,OKT 01,,Cox Business/BOI,300.0M x 30.0M,Primary,True,EB2-Windstream Fiber,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25862,OKT 05,,Cox Business/BOI,300.0M x 30.0M,Primary,True,BTC Broadband,300.0M x 50.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25867,ORM 02,,Spectrum,600.0M x 35.0M,Primary,True,Hunter Communications,300.0M x 100.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25889,SCA 01,,Breezeline Formerly Atlantic Broadband,500.0M x 40.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25890,SCC 01,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25893,SCC 04,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25894,SCC 05,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25895,SCC 06,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25896,SCC 07,,Spectrum,600.0M x 35.0M,Primary,True,Comporium Com DIA,400.0M x 400.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25897,SCC 08,,Spectrum,600.0M x 35.0M,Primary,True,EB2-Windstream Fiber,500.0M x 500.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25898,SCC 09,,Spectrum,600.0M x 35.0M,Primary,True,Comporium Com,400.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25899,SCC 10,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25900,SCC 11,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25901,SCC 12,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25905,SCC 16,,Spectrum,600.0M x 35.0M,Primary,True,WideOpenWest,600.0M x 50.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25907,SCC 18,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25908,SCC 19,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25910,SDS 01,,Midcontinent,1000.0M x 60.0M,Primary,True,EB2-Centurylink DSL,100.0M x 10.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25911,TNC 01,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25912,TNC 02,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25913,TNC 03,,Comcast Workplace,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25917,TNK 02,,Comcast Workplace,250.0M x 25.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25920,TNM 02,,Comcast Workplace,250.0M x 25.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25921,TNM 03,,Comcast Workplace,300.0M x 30.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25943,TXA 04,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25944,TXA 05,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25945,TXA 06,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25946,TXA 07,,Spectrum,600.0M x 35.0M,Primary,True,Astound,500.0M x 20.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25947,TXA 08,,Spectrum,600.0M x 35.0M,Primary,True,Unite Private Networks,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25949,TXA 10,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25958,TXA 19,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25960,TXA 21,,Altice,500.0M x 50.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25352,COX 01,,Comcast Workplace,600.0M x 35.0M,Primary,False,Unknown,,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25424,GAA 25,,AT&T Broadband II,1000.0 M,Primary,True,AT&T Broadband II,1000.0M x 1000.0M,Secondary,False,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25426,GAA 27,,AT&T Broadband II,1000.0 M,Primary,True,Comcast,1000.0M x 1000.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25769,NMR 01,,Plateau Telecommunications,300.0M x 30.0M,Primary,True,Sparklight,500.0M x 500.0M,Secondary,True,2025-07-07 11:46:54.544083,2025-07-07 09:50:02.793660,False,,,,,
25750,NMA 01,,Unite Network,300.0M x 300.0M,Primary,True,Comcast,300.0M x 30.0M,Secondary,True,2025-07-10 11:01:53.677497,2025-07-07 09:50:02.793660,True,2025-07-10 11:01:53.677497,,,,
25376,FLO 01,,Spectrum,600.0M x 35.0M,Primary,False,Verizon Business,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25711,NCC 18,,Spectrum,600.0M x 35.0M,Primary,False,VZW Cell,Cell,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25964,TXC 01,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25965,TXC 03,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25970,TXC 08,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25971,TXC 09,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25974,TXC 12,,AT&T Broadband II,1000.0M x 1000.0M,Primary,True,Spectrum,600.0M x 35.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25975,TXC 13,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
28410,NVRB04,['Lab'],TEST STORE NOT PRODUCTION,,Primary,False,,,Secondary,False,2025-07-07 11:46:47.102071,2025-07-07 11:46:47.102071,False,,,,,
25978,TXC 16,,Altice,500.0M x 50.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25979,TXC 17,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25982,TXC 20,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
25985,TXD 01,,Spectrum,600.0M x 35.0M,Primary,True,AT&T Broadband II,300.0M x 300.0M,Secondary,True,2025-07-10 14:22:08.521283,2025-07-07 09:50:02.793660,False,,,,,
