site_name,record_number,circuit_purpose,provider_name,details_service_speed,status,manual_override,data_source
FLO 04,DISCOUNTFLO6459394237_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 04,DISCOUNTFLO5597804740_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
FLO 05,DISCOUNTFLO1375655261_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 06,DISCOUNTFLO1833155859_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 06,DISCOUNTFLO3087126454_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
FLO 07,DISCOUNTFLO6676784904_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 07,DISCOUNTFLO1710676929_BR-I2,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
FLO 08,DISCOUNTFLO3846501345_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 09,DISCOUNTFLO3554810920_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 10,DISCOUNTFLO7189244418_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 11,DISCOUNTFLO3527298141_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
FLO 12,DISCOUNTFLO3216036530_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 12,DISCOUNTFLO3136222115_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
FLO 13,DISCOUNTFLO3451703173_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 14,DISCOUNTFLO2951788329_BR,Primary,AT&T Broadband II,1000.0M x 200.0M,Enabled,False,csv_import
FLO 14,DISCOUNTFLO7953352086_BR,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 15,DISCOUNTFLO7845261282_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
FLO 15,DISCOUNTFLO4099402208_BR,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLO 16,DISCOUNTFLO6477349451_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
FLP 01,DISCOUNTFLP7994448203_BR-I1,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
FLP 01,DISCOUNTFLP8104349616_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
FLP 02,DISCOUNTFLP8506914490_BR,Primary,AT&T Broadband II,200.0M x 200.0M,Enabled,False,csv_import
FLP 03,DISCOUNTFLP8504639247_BR,Primary,Mediacom/BOI,300.0M x 20.0M,Enabled,False,csv_import
FLP 03,DISCOUNTFLP7056371973_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
FLP 04,DISCOUNTFLP8503163795_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
FLP 04,DISCOUNTFLP9757634705_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
FLS 01,DISCOUNTFLS5615306227_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
FLS 01,DISCOUNTFLS2442523186_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
FLS 02,DISCOUNTFLS5615305191_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
FLS 03,DISCOUNTFLS9543311994_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
FLS 03,DISCOUNTFLS8577983891_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
FLS 04,DISCOUNTFLS4806066000_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
FLS 04,DISCOUNTFLS5983775785_BR,Secondary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
FLT 01,DISCOUNTFLT3929223709_BR,Primary,MetroNet,300.0M x 300.0M,Enabled,False,csv_import
FLT 02,DISCOUNTFLT5528303887_BR,Secondary,MetroNet,300.0M x 300.0M,Enabled,False,csv_import
GAA 00,DISCOUNTGAA6782977778_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 00,DISCOUNTGAA4226983812_BR,Secondary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
GAA 01,DISCOUNTGAA3205422405_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 03,DISCOUNTGAA3057644230_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
GAA 03,DISCOUNTGAA7769154488_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 05,DISCOUNTGAA2876611847_BR,Primary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 06,DISCOUNTGAA5375501774_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
GAA 06,DISCOUNTGAA7059699688_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 07,DISCOUNTGAA1224344454_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
GAA 08,DISCOUNTGAA3929427388_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
GAA 08,DISCOUNTGAA1936845635_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 10,DISCOUNTGAA5452230182_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 11,DISCOUNTGAA9326424366_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
GAA 11,DISCOUNTGAA7406550907_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 12,DISCOUNTGAA3533792540_BR-I1,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 13,DISCOUNTGAA4373624469_BR-I1,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 14,DISCOUNTGAA1285103842_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 15,DISCOUNTGAA7597892612_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 17,DISCOUNTGAA1310513101_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
GAA 17,DISCOUNTGAA7145526541_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 18,DISCOUNTGAA9517330639_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 19,DISCOUNTGAA1026604614_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
GAA 19,DISCOUNTGAA4202671965_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 21,DISCOUNTGAA7052839350_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 22,DISCOUNTGAA4902321448_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
GAA 24,DISCOUNTGAA6636499901_BR-I3,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
GAA 24,DISCOUNTGAA3989127724_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 25,DISCOUNTGAA5816905474_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 26,DISCOUNTGAA2513356257_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
GAA 26,DISCOUNTGAA1843449708_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 27,DISCOUNTGAA4121134433_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 28,DISCOUNTGAA8122110112_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 29,DISCOUNTGAA2767937606_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 29,DISCOUNTGAA7923747743_BR,Secondary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
GAA 30,DISCOUNTGAA1232392544_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 31,DISCOUNTGAA4887880915_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
GAA 32,DISCOUNTGAA3105290885_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
GAA 32,DISCOUNTGAA3854832462_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 33,DISCOUNTGAA2752800272_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
GAA 33,DISCOUNTGAA9738910376_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 34,DISCOUNTGAA7705101999_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
GAA 34,DISCOUNTGAA7845104221_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 35,DISCOUNTGAA1903216393_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
GAA 35,DISCOUNTGAA4200745672_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 36,DISCOUNTGAA8366611503_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
GAA 36,DISCOUNTGAA7075469906_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 37,DISCOUNTGAA3598331452_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
GAA 37,DISCOUNTGAA7692779770_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 38,DISCOUNTGAA6785355366_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
GAA 38,DISCOUNTGAA7349286299_BR,Secondary,EB2-Hargray Cable,300.0M x 30.0M,Enabled,False,csv_import
GAA 39,DISCOUNTGAA4706896985_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
GAA 39,DISCOUNTGAA6840585326_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 40,DISCOUNTGAA4706153030_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
GAA 40,DISCOUNTGAA4082670675_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA 41,DISCOUNTGAA7705763138_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
GAA 42,DISCOUNTGAA7065289401_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
GAA 43,,Primary,AT&T,,Enabled,False,Non-DSR
GAA 43,DISCOUNTGAA4806066000_BR,Primary,Spectrum,940.0M x 35.0M,Enabled,False,csv_import
GAA 44,DISCOUNTGAA7065256085_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
GAA 44,DISCOUNTGAA5182610550_BR,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,Enabled,False,csv_import
GAA 45,DISCOUNTGAA7063580202_BR,Primary,Mediacom/BOI,300.0M x 20.0M,Enabled,False,csv_import
GAA 45,DISCOUNTGAA6396931295_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
GAA 46,DISCOUNTGAA6316829305_BR,Primary,AT&T Broadband II,2000.0M x 2000.0M,Enabled,False,csv_import
GAA 46,DISCOUNTGAA8544549428_BR,Secondary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
GAACALLCNTR,,Primary,AT&T,,Enabled,False,Non-DSR
GAACALLCNTR,,Secondary,Charter Communications,,Enabled,False,Non-DSR
GAACALLCTR,DISCOUNTGAA4043743352_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
GAACALLCTR,DISCOUNTGAA1814662621_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAA W00,,Primary,AT&T Broadband II,,Enabled,False,Non-DSR
GAE 01,DISCOUNTGAE9122556127_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
GAE 01,DISCOUNTGAE3804346207_BR,Secondary,EB2-Hargray Cable,300.0M x 30.0M,Enabled,False,csv_import
GAE 02,DISCOUNTGAE9125080298_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
GAE 02,DISCOUNTGAE6066654778_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAE 03,DISCOUNTGAE9123486846_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
GAE 03,DISCOUNTGAE2825671345_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAN 01,DISCOUNTGAN3616888135_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
GAN 01,DISCOUNTGAN9852450197_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
GAS 01,DISCOUNTGAS2295587664_BR,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
GAS 01,DISCOUNTGAS6205592924_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
IAC 01,DISCOUNTIAC5998350467_BR,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
IAC 01,DISCOUNTIAC3095244703_BR,Secondary,EB2-Lumen DSL,140.0M x 20.0M,Enabled,False,csv_import
IAC 02,DISCOUNTIAC5993223701_BR,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
IAC 02,DISCOUNTIAC1584478820_BR,Secondary,ImOn Communications,100.0M x 100.0M,Enabled,False,csv_import
IAD 01,DISCOUNTIAD6385783821_BR,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
IAD 01,DISCOUNTIAD9426894876_BR,Secondary,Metronet,300.0M x 300.0M,Enabled,False,csv_import
IAD 02,DISCOUNTIAD5156356085_BR,Primary,Mediacom/BOI,300.0M x 20.0M,Enabled,False,csv_import
IAD 02,DISCOUNTIAD6759553525_BR,Secondary,MetroNet,1000.0M x 1000.0M,Enabled,False,csv_import
IAD 03,DISCOUNTIAD5503001109_BR,Primary,EB2-Centurylink Fiber,500.0M x 100.0M,Enabled,False,csv_import
IAD 04,DISCOUNTIAD9224110507_BR,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
IAD 04,DISCOUNTIAD1825947634_BR,Secondary,Metronet,300.0M x 300.0M,Enabled,False,csv_import
IAD 05,DISCOUNTIAD5634031831_BR,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
IAD 05,DISCOUNTIAD4676273552_BR,Secondary,Metronet,300.0M x 300.0M,Enabled,False,csv_import
IAF 01,DISCOUNTIAF5153027061_BR,Primary,Mediacom/BOI,300.0M x 20.0M,Enabled,False,csv_import
IAF 01,DISCOUNTIAF4298184794_BR,Secondary,Fort Dodge Fiber,250.0M x 250.0M,Enabled,False,csv_import
IAI 01,DISCOUNTIAI9854531312_BR,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
IAI 01,DISCOUNTIAI8026355214_BR,Secondary,Metronet,300.0M x 300.0M,Enabled,False,csv_import
IAN 01,DISCOUNTIAN8924203970_BR,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
IAN 01,DISCOUNTIAN4245635461_BR,Secondary,Cedar Falls Utilities,1000.0M x 1000.0M,Enabled,False,csv_import
IAN 02,DISCOUNTIAN6823636691_BR-I2,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
IAN 02,DISCOUNTIAN6823636691_BR,Secondary,Century Link/Qwest,100.0M x 10.0M,Enabled,False,csv_import
IAN 03,DISCOUNTIAN6412436030_BR,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
IAQ 01,DISCOUNTIAQ2125242484_BR,Primary,Mediacom/BOI,300.0M x 20.0M,Enabled,False,csv_import
IAQ 02,DISCOUNTIAQ4019229897_BR,Primary,Mediacom/BOI,1000.0M x 30.0M,Enabled,False,csv_import
IAQ 02,DISCOUNTIAQ5323242116_BR,Secondary,MetroNet,300.0M x 300.0M,Enabled,False,csv_import
IAS 01,DISCOUNTIAS9525606588_BR,Primary,Sparklight,300.0M x 30.0M,Enabled,False,csv_import
IAS 01,DISCOUNTIAS7473489999_BR,Secondary,MetroNet,1000.0M x 1000.0M,Enabled,False,csv_import
IDB 01,DISCOUNTIDB4034439277_BR,Primary,Cable One ,300.0M x 50.0M,Enabled,False,csv_import
IDB 01,DISCOUNTIDB9276698243_BR,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,Enabled,False,csv_import
IDB 03,DISCOUNTIDB7800252883_BR-I4,Primary,EB2-CableOne Cable,300.0M x 30.0M,Enabled,False,csv_import
IDB 03,DISCOUNTIDB1589801615_BR,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,Enabled,False,csv_import
IDB 04,DISCOUNTIDB9175289538_BR,Primary,CenturyLink Fiber Plus,500.0M x 500.0M,Enabled,False,csv_import
IDB 04,DISCOUNTIDB3104425687_BR,Secondary,EB2-CableOne Cable,300.0M x 30.0M,Enabled,False,csv_import
IDB 05,DISCOUNTIDB1793495183_BR-I3,Primary,EB2-CableOne Cable,300.0M x 30.0M,Enabled,False,csv_import
IDB 05,DISCOUNTIDB6315757622_BR,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,Enabled,False,csv_import
IDB 06,DISCOUNTIDB3940649128_BR-I4,Primary,EB2-CableOne Cable,300.0M x 50.0M,Enabled,False,csv_import
IDB 06,DISCOUNTIDB5557410138_BR-I1,Secondary,Direct Communications,500.0M x 500.0M,Enabled,False,csv_import
IDB 07,DISCOUNTIDB2970377958_BR,Primary,EB2-CableOne Cable,300.0M x 30.0M,Enabled,False,csv_import
IDB 07,DISCOUNTIDB4521699516_BR,Secondary,EB2-Centurylink DSL,80.0M x 10.0M,Enabled,False,csv_import
IDN 01,DISCOUNTIDN2502595839_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
IDN 01,DISCOUNTIDN6535930631_BR,Secondary,EB2-Ziply Fiber,500.0M x 500.0M,Enabled,False,csv_import
ILC_00,,Primary,Comcast,,Enabled,False,Non-DSR
ILC_00,,Secondary,AT&T,,Enabled,False,Non-DSR
ILC00,DISCOUNTILC5557178230_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
ILC00,DISCOUNTILC2310905536_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 01,DISCOUNTILC4382934163_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 02,DISCOUNTILC4583205456_BR,Secondary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 03,DISCOUNTILC4679256275_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
ILC 03,DISCOUNTILC6964626155_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 04,DISCOUNTILC8004644626_BR-I1,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 05,DISCOUNTILC3586846230_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 05,DISCOUNTILC5776997642_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 06,DISCOUNTILC3674918666_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 07,DISCOUNTILC9534930432_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 07,DISCOUNTILC3304956240_BR,Secondary,AT&T Broadband II,1000.0M x 200.0M,Enabled,False,csv_import
ILC 08,DISCOUNTILC7655859474_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 08,DISCOUNTILC1128614292_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 09,DISCOUNTILC1288408759_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 11,,Primary,Comcast,,Enabled,False,Non-DSR
ILC 12,,Primary,Comcast,,Enabled,False,Non-DSR
ILC 13,DISCOUNTILC8427892881_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 14,DISCOUNTILC4261581448_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 14,DISCOUNTILC1035794329_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 15,DISCOUNTILC5259253999_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 16,DISCOUNTILC3771681777_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 17,DISCOUNTILC9023386875_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 17,DISCOUNTILC6705921220_BR-I2,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 18,DISCOUNTILC3032905759_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 19,DISCOUNTILC4137795250_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 21,DISCOUNTILC4279109241_BR,Primary,AT&T Broadband II,1000.0M x 200.0M,Enabled,False,csv_import
ILC 21,DISCOUNTILC9054114026_BR,Secondary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
ILC 22,DISCOUNTILC7089787795_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 22,DISCOUNTILC1319454363_BR-I2,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 24,DISCOUNTILC1935503811_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 25,DISCOUNTILC6302419322_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 25,DISCOUNTILC1483664688_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 27,DISCOUNTILC3864830929_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 27,DISCOUNTILC7359220998_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 29,DISCOUNTILC8485214986_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILC 30,DISCOUNTILC9129595607_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 30,DISCOUNTILC7742773929_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 31,DISCOUNTILC5553425332_BR,Secondary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 32,DISCOUNTILC5630436217_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 32,DISCOUNTILC4053351926_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 33,DISCOUNTILC3095933584_BR,Primary,AT&T Broadband II,1000.0M x 200.0M,Enabled,False,csv_import
ILC 34,DISCOUNTILC6463711274_BR,Primary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 34,DISCOUNTILC2403743868_BR-I2,Secondary,Comcast Workplace,200.0M x 20.0M,Enabled,False,csv_import
ILC 35,DISCOUNTILC8155289192_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 35,DISCOUNTILC2959747662_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 36,DISCOUNTILC7085383916_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
ILC 36,DISCOUNTILC5254302260_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILC 37,DISCOUNTILC4806066347_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILC 37,DISCOUNTILC1103873181_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
ILP 01,DISCOUNTILP7232642402_BR,Secondary,i3 Broadband,250.0M x 250.0M,Enabled,False,csv_import
ILR 01,,Primary,Comcast,,Enabled,False,Non-DSR
ILR01,DISCOUNTILR8893631909_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILR 02,DISCOUNTILR9839955829_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
ILS 01,DISCOUNTILS8368830431_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
ILS 01,DISCOUNTILS1824689321_BR-I2,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILW 01,DISCOUNTILW4806066000_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
ILW 01,DISCOUNTILW1808463994_BR-I3,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILW 02,DISCOUNTILW9485327963_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
ILW 02,DISCOUNTILW8311178259_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
ILX 01,DISCOUNTILX5999389663_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
INC 01,DISCOUNTINC1430479450_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
INC 02,DISCOUNTINC4046411775_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
INC 02,DISCOUNTINC9367716610_BR-I2,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
INC 03,DISCOUNTINC4380348257_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
INE 01,DISCOUNTINE7623298810_BR,Primary,Astound,500.0M x 20.0M,Enabled,False,csv_import
INE 01,DISCOUNTINE4778857354_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
INE 02,DISCOUNTINE5769550943_BR,Primary,AT&T Broadband II,1000.0M x 200.0M,Enabled,False,csv_import
INE 02,DISCOUNTINE3459153101_BR,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
INF 03,DISCOUNTINF7249833936_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
INF 03,DISCOUNTINF9891979513_BR,Secondary,MetroNet,1000.0M x 1000.0M,Enabled,False,csv_import
INF 04,DISCOUNTINF2607024414_BR,Primary,GTT Ethernet,50.0M x 10.0M,Enabled,False,csv_import
INF 04,DISCOUNTINF9088578304_BR,Secondary,EB2-Frontier Fiber,500.0M x 500.0M,Enabled,False,csv_import
INI_00,,Primary,DSR Cincinnati Bell ADSL,,Enabled,False,Non-DSR
INI_00,,Secondary,Charter Communications,,Enabled,False,Non-DSR
INI 01,DISCOUNTINI6710563131_BR-I3,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
