site_name,record_number,circuit_purpose,provider_name,details_service_speed,status,manual_override,data_source
MOS 12,DISCOUNTMOS5979273953_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
MOS 12,DISCOUNTMOS1074195198_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
MOS XX,DISCOUNTMOS8610555663_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
MOS XX,DISCOUNTMOS6364052622_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
MSN 01,DISCOUNTMSN6077281837_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
MSN 01,DISCOUNTMSN8976284480_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
MSN 02,DISCOUNTMSN7603316113_BR,Primary,C Spire,300.0M x 300.0M,Enabled,False,csv_import
MSN 02,DISCOUNTMSN1727492557_BR,Secondary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
MTB 01,DISCOUNTMTB4062006677_BR,Primary,Spectrum ,600.0M x 35.0M,Enabled,False,csv_import
MTM 01,DISCOUNTMTM2297147146_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
MTM 02,DISCOUNTMTM1046909691_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC_00,,Primary,Charter Communications,,Enabled,False,Non-DSR
NCC00,DISCOUNTNCC4700881245_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 01,DISCOUNTNCC6134910703_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 01,DISCOUNTNCC3155469681_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 02,DISCOUNTNCC4533556414_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 02,DISCOUNTNCC1796161391_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 03,DISCOUNTNCC9516692305_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 03,DISCOUNTNCC7315185667_BR-I2,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
NCC 04,DISCOUNTNCC8062194461_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 04,DISCOUNTNCC1725120563_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 05,DISCOUNTNCC1075315585_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 05,DISCOUNTNCC3209144313_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 06,DISCOUNTNCC6597337720_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 06,DISCOUNTNCC2188850467_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 07,DISCOUNTNCC5087849116_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 07,DISCOUNTNCC5987725926_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 08,DISCOUNTNCC6833421775_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
NCC 08,DISCOUNTNCC5035838866_BR,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 09,DISCOUNTNCC6339481744_BR,Primary,Spectrum,940.0M x 35.0M,Enabled,False,csv_import
NCC 09,DISCOUNTNCC5637846962_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 10,DISCOUNTNCC6558488271_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 10,DISCOUNTNCC6623743246_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 11,DISCOUNTNCC5425811997_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 11,DISCOUNTNCC1429959616_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
NCC 13,DISCOUNTNCC8907309689_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 13,DISCOUNTNCC8277803217_BR,Secondary,Lumos Networks,500.0M x 500.0M,Enabled,False,csv_import
NCC 14,DISCOUNTNCC4173937207_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 15,DISCOUNTNCC6570809800_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 15,DISCOUNTNCC7249138677_BR,Secondary,EB2-Windstream Fiber,1000.0M x 1000.0M,Enabled,False,csv_import
NCC 16,DISCOUNTNCC5593239894_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 16,DISCOUNTNCC1164770763_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 17,DISCOUNTNCC2721857801_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 17,DISCOUNTNCC6841843784_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 18,DISCOUNTNCC5473670831_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 19,DISCOUNTNCC3071721327_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 20,DISCOUNTNCC1182229939_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 20,DISCOUNTNCC7811833651_BR,Secondary,AT&T Broadband II,1000.0M x 200.0M,Enabled,False,csv_import
NCC 21,DISCOUNTNCC1836642247_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 23,DISCOUNTNCC1005594839_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 23,DISCOUNTNCC8287781404_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 24,DISCOUNTNCC2517514708_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 24,DISCOUNTNCC7554285242_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 25,DISCOUNTNCC7896744609_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 25,DISCOUNTNCC6220748988_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 26,DISCOUNTNCC9515324636_BR-I3,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
NCC 27,DISCOUNTNCC3576603841_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 28,DISCOUNTNCC8331650218_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 28,DISCOUNTNCC7309454691_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
NCC 30,DISCOUNTNCC3062601155_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 33,DISCOUNTNCC7049161427_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 33,DISCOUNTNCC9251195501_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 35,DISCOUNTNCC6515267788_BR,Primary,Altice,500.0M x 50.0M,Enabled,False,csv_import
NCC 35,DISCOUNTNCC6890779344_BR,Secondary,Metronet,300.0M x 300.0M,Enabled,False,csv_import
NCC 36,DISCOUNTNCC9633821198_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 36,DISCOUNTNCC7835333833_BR,Secondary,GreenLight,1000.0M x 1000.0M,Enabled,False,csv_import
NCC 37,DISCOUNTNCC9104670374_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 37,DISCOUNTNCC4730926407_BR,Secondary,MetroNet,300.0M x 300.0M,Enabled,False,csv_import
NCC 38,DISCOUNTNCC4404740704_BR,Secondary,MetroNet,1000.0M x 1000.0M,Enabled,False,csv_import
NCC 39,DISCOUNTNCC9107466178_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 39,DISCOUNTNCC3012387590_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 40,DISCOUNTNCC9802626514_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 40,DISCOUNTNCC8796216372_BR,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,Enabled,False,csv_import
NCC 41,DISCOUNTNCC9199886847_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 41,DISCOUNTNCC2838871557_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NCC 42,DISCOUNTNCC3362914962_BR,Primary,AT&T Broadband II,100.0M x 20.0M,Enabled,False,csv_import
NCC 42,DISCOUNTNCC4265493306_BR,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 43,DISCOUNTNCC1976525537_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 43,DISCOUNTNCC4153978617_BR,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,Enabled,False,csv_import
NCC 44,DISCOUNTNCC1831784180_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 45,DISCOUNTNCC3088960363_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 45,DISCOUNTNCC1399243912_BR,Secondary,Brightspeed,100.0M x 100.0M,Enabled,False,csv_import
NCC 46,DISCOUNTNCC5579150368_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 46,DISCOUNTNCC3306857338_BR,Secondary,Windstream,100.0M x 100.0M,Enabled,False,csv_import
NCC 47,DISCOUNTNCC7039890376_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 47,DISCOUNTNCC1746160814_BR,Secondary,MetroNet,500.0M x 500.0M,Enabled,False,csv_import
NCC 48,DISCOUNTNCC1477709971_BR,Secondary,Brightspeed,300.0M x 300.0M,Enabled,False,csv_import
NCC 51,DISCOUNTNCC7553826213_BR-I1,Primary,Altice West,100.0M x 10.0M,Enabled,False,csv_import
NCC 52,DISCOUNTNCC6803339762_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCC 52,DISCOUNTNCC4845011622_BR,Secondary,Metronet,100.0M x 100.0M,Enabled,False,csv_import
NCC W00,DISCOUNTNCC8476323778_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCN 01,DISCOUNTNCN2526216003_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NCN 01,DISCOUNTNCN7554870215_BR,Secondary,Brightspeed,100.0M x 100.0M,Enabled,False,csv_import
NDG 01,DISCOUNTNDG7016206051_BR,Primary,Midcontinent,500.0M x 50.0M,Enabled,False,csv_import
NEG 01,DISCOUNTNEG1011463672_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NEG 01,DISCOUNTNEG4552883834_BR,Secondary,Allo Communications,1000.0M x 1000.0M,Enabled,False,csv_import
NEL 01,DISCOUNTNEL8187370490_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NEL 01,DISCOUNTNEL8628928315_BR,Secondary,Allo Communications,1000.0M x 1000.0M,Enabled,False,csv_import
NEO 01,DISCOUNTNEO6448196212_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NEO 01,DISCOUNTNEO8710570925_BR,Secondary,Great Plains Communications,1000.0M x 300.0M,Enabled,False,csv_import
NEO 03,DISCOUNTNEO6659920840_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NEO 03,DISCOUNTNEO2150943852_BR,Secondary,Great Plains Communications,1000.0M x 300.0M,Enabled,False,csv_import
NEO 04,DISCOUNTNEO9088286558_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NEO 04,DISCOUNTNEO5230245239_BR,Secondary,Great Plains Communications,1000.0M x 300.0M,Enabled,False,csv_import
NEO 05,DISCOUNTNEO6017533466_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NEO 05,DISCOUNTNEO4016710638_BR,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,Enabled,False,csv_import
NEO 06,DISCOUNTNEO6810571461_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NEO 06,DISCOUNTNEO5194665750_BR,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,Enabled,False,csv_import
NEO 07,DISCOUNTNEO6958660475_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NEO 07,DISCOUNTNEO7722921660_BR,Secondary,Great Plains Communications,100.0M x 100.0M,Enabled,False,csv_import
NMA_00,,Primary,Comcast,,Enabled,False,Non-DSR
NMA_00,,Secondary,CenturyLink,,Enabled,False,Non-DSR
NMA00,DISCOUNTNMA8309950852_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
NMA00,DISCOUNTNMA2270402501_BR,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,Enabled,False,csv_import
NMA 01,DISCOUNTNMA7916261393_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
NMA 01,DISCOUNTNMA1314385584_BR,Secondary,Unite Private Networks,300.0M x 300.0M,Enabled,False,csv_import
NMA 02,DISCOUNTNMA9995554444_BR-I1,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
NMA 03,DISCOUNTNMA6502508506_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
NMA 04,DISCOUNTNMA5310906292_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
NMA 04,DISCOUNTNMA5651259955_BR,Secondary,Unite Private Networks,100.0M x 100.0M,Enabled,False,csv_import
NMA 05,DISCOUNTNMA8452286491_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
NMA 06,DISCOUNTNMA8548177452_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
NMA 07,DISCOUNTNMA2735614692_BR,Primary,Comcast Workplace,1000.0M x 35.0M,Enabled,False,csv_import
NMA 08,DISCOUNTNMA8481300223_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
NMA 09,DISCOUNTNMA6876554850_BR,Primary,SparkLight,300.0M x 30.0M,Enabled,False,csv_import
NMA 09,DISCOUNTNMA1137124356_BR,Secondary,Comcast Workplace,200.0M x 20.0M,Enabled,False,csv_import
NMA 10,,Primary,Comcast,,Enabled,False,Non-DSR
NMA 11,DISCOUNTNMA3335942575_BR,Primary,TDS Cable,300.0M x 30.0M,Enabled,False,csv_import
NMA 11,DISCOUNTNMA7532581225_BR,Secondary,Tularosa Basin Telephone Company,100.0M x 100.0M,Enabled,False,csv_import
NMA 12,DISCOUNTNMA5056004039_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
NMA 13,DISCOUNTNMA9262404844_BR,Secondary,Unite Private Networks,300.0M x 300.0M,Enabled,False,csv_import
NMA Call Center,DISCOUNTNMA5053422146_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
NMAW00,DISCOUNTNEW1112223333_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
NMC 01,DISCOUNTNMC9180690786_BR,Primary,Altice West,300.0M x 30.0M,Enabled,False,csv_import
NMC 01,DISCOUNTNMC4615865853_BR,Secondary,Plateau Telecommunications,500.0M x 500.0M,Enabled,False,csv_import
NMF 01,DISCOUNTNMF3498809772_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
NMF 01,DISCOUNTNMF7795947329_BR,Secondary,EB2-Centurylink DSL,100.0M x 10.0M,Enabled,False,csv_import
NMH 01,DISCOUNTNMH8068373443_BR,Primary,Windstream,500.0M x 500.0M,Enabled,False,csv_import
NMH 01,DISCOUNTNMH5019513488_BR,Secondary,EB2-TDS Cable,300.0M x 30.0M,Enabled,False,csv_import
NML 01,DISCOUNTNML8114916203_BR,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
NMR 01,DISCOUNTNMR9182892758_BR,Primary,Sparklight,300.0M x 30.0M,Enabled,False,csv_import
NMR 01,DISCOUNTNMR1543814343_BR,Secondary,Plateau Telecommunications,500.0M x 500.0M,Enabled,False,csv_import
NMS 02,DISCOUNTNMS5575762242_BR-I3,Primary,Comcast Workplace,300.0M x 30.0M,Enabled,False,csv_import
NMS 02,DISCOUNTNMS5575762242_BR,Secondary,CenturyLink,60.0M x 5.0M,Enabled,False,csv_import
NMS 03,DISCOUNTNMS5054284514_BR,Primary,Comcast Workplace,250.0M x 25.0M,Enabled,False,csv_import
NMS 03,DISCOUNTNMS8635686950_BR,Secondary,"NMSurf, Inc.",300.0M x 300.0M,Enabled,False,csv_import
NNM 09,DISCOUNTNNM8909863829_BR,Primary,Comcast Workplace,600.0M x 35.0M,Enabled,False,csv_import
NVL000,DISCOUNTNVL2255583767_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 03,DISCOUNTNVL6944621489_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 04,DISCOUNTNVL1159986248_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 05,DISCOUNTNVL2970295865_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 06,DISCOUNTNVL2873258106_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 07,DISCOUNTNVL8716933548_BR,Secondary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 08,DISCOUNTNVL3866171706_BR,Primary,CenturyLink Fiber Plus,500.0M x 500.0M,Enabled,False,csv_import
NVL 08,DISCOUNTNVL8433635622_BR,Secondary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 09,DISCOUNTNVL6304302966_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 11,DISCOUNTNVL7973244407_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 13,DISCOUNTNVL5983953642_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 14,DISCOUNTNVL7492598738_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 15,DISCOUNTNVL1494950600_BR,Secondary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 17,DISCOUNTNVL7025766192_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 22,DISCOUNTNVL1694447663_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 23,DISCOUNTNVL4441833594_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 24,DISCOUNTNVL3383852723_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVL 25,DISCOUNTNVL7025579065_BR,Primary,CenturyLink Fiber Plus,500.0M x 500.0M,Enabled,False,csv_import
NVL 26,DISCOUNTNVL7252208993_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVLW 01,DISCOUNTNVL1224898259_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
NVR 01,DISCOUNTNVR6112563478_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NVR 01,DISCOUNTNVR6380737266_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NVR 02,DISCOUNTNVR7688540235_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NVR 02,DISCOUNTNVR6884207148_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NVR 04,DISCOUNTNVR2777706801_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NVR 04,DISCOUNTNVR8341978619_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
NVR 05,DISCOUNTNVR6300555102_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
NVR 05,DISCOUNTNVR6989799891_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
OHC 03,DISCOUNTOHC5309697473_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHC 03,DISCOUNTOHC7594194563_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OHC 04,DISCOUNTOHC3034901803_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHC 05,DISCOUNTOHC9640917790_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHC 06,DISCOUNTOHC2129204948_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHC 06,DISCOUNTOHC7513630733_BR-I1,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
OHC 07,DISCOUNTOHC2192193896_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHC 07,DISCOUNTOHC1076916942_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OHC 08,DISCOUNTOHC2876387525_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHC 08,DISCOUNTOHC3773801465_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
OHC 10,DISCOUNTOHC2851278734_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHC 10,DISCOUNTOHC2359760577_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
OHD 02,DISCOUNTOHD2815928800_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHD 02,DISCOUNTOHD3588476526_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OHD 03,DISCOUNTOHD9589830186_BR,Primary,Spectrum,940.0M x 35.0M,Enabled,False,csv_import
OHD 04,DISCOUNTOHD4333719826_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHD 04,DISCOUNTOHD4214106232_BR,Secondary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
OHL 01,DISCOUNTOHL7580860490_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHL 01,DISCOUNTOHL3190938173_BR,Secondary,Telephone Service Company (TSC),200.0M x 50.0M,Enabled,False,csv_import
OHN 01,DISCOUNTOHN9814252481_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHN 01,DISCOUNTOHN7356702372_BR,Secondary,EB2-Windstream Fiber,500.0M x 500.0M,Enabled,False,csv_import
OHN 02,DISCOUNTOHN8347216916_BR,Primary,AT&T Broadband II,1000.0M x 200.0M,Enabled,False,csv_import
OHN 02,DISCOUNTOHN7841536351_BR,Secondary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
OHN 03,DISCOUNTOHN8697692850_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHN 04,DISCOUNTOHN3309545218_BR,Primary,Windstream,400.0M x 400.0M,Enabled,False,csv_import
OHN 04,DISCOUNTOHN8670807962_BR,Secondary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHN 05,DISCOUNTOHN4407017183_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHN 05,DISCOUNTOHN5757559592_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OHN 06,DISCOUNTOHN3306616441_BR,Primary,Armstrong Cable,300.0M x 300.0M,Enabled,False,csv_import
OHS 01,DISCOUNTOHS8818346330_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHS 02,DISCOUNTOHS9192530113_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHS 02,DISCOUNTOHS8521114367_BR,Secondary,Altafiber,600.0M x 300.0M,Enabled,False,csv_import
OHS 03,DISCOUNTOHS5119441448_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHS 03,DISCOUNTOHS2516702269_BR,Secondary,Altafiber,400.0M x 200.0M,Enabled,False,csv_import
OHS 04,DISCOUNTOHS8925986675_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHS 04,DISCOUNTOHS7292460979_BR,Secondary,Altafiber,400.0M x 200.0M,Enabled,False,csv_import
OHS 05,DISCOUNTOHS8302296866_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHS 05,DISCOUNTOHS2573719455_BR,Secondary,Altafiber,400.0M x 200.0M,Enabled,False,csv_import
OHT 01,DISCOUNTOHT7540242556_BR,Primary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OHT 01,DISCOUNTOHT5479690142_BR,Secondary,Buckeye Broadband Business,400.0M x 400.0M,Enabled,False,csv_import
OHT 02,DISCOUNTOHT2504303613_BR,Primary,Spectrum,600.0M x 35.0M,Enabled,False,csv_import
OHT 02,DISCOUNTOHT6838288469_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OKA 01,DISCOUNTOKA5807686222_BR,Primary,SparkLight,300.0M x 30.0M,Enabled,False,csv_import
OKA 01,DISCOUNTOKA8481924172_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OKE 01,DISCOUNTOKE5805596484_BR,Primary,AT&T Broadband II,1000.0M x 200.0M,Enabled,False,csv_import
OKO00,DISCOUNTOKO5554489071_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
OKO 02,DISCOUNTOKO8091905379_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
OKO 02,DISCOUNTOKO4715112805_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OKO 03,DISCOUNTOKO3433309151_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
OKO 03,DISCOUNTOKO8167879613_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OKO 04,DISCOUNTOKO6041837178_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
OKO 04,DISCOUNTOKO7790455172_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OKO 05,DISCOUNTOKO9014975726_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
OKO 05,DISCOUNTOKO3720664639_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OKO 06,DISCOUNTOKO9934134374_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
OKO 06,DISCOUNTOKO7817816342_BR,Secondary,AT&T Broadband II,300.0M x 300.0M,Enabled,False,csv_import
OKO 07,DISCOUNTOKO5651506423_BR,Primary,AT&T Broadband II,1000.0M x 1000.0M,Enabled,False,csv_import
OKO 07,DISCOUNTOKO6640761796_BR,Secondary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
OKO 08,DISCOUNTOKO8127823389_BR,Primary,Cox Business/BOI,300.0M x 30.0M,Enabled,False,csv_import
