Site Name,Interface,Status,DSR Provider,ARIN Provider,Match,Action Taken
TXD 10,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 12,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 13,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 17,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 18,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 19,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 29,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 30,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 32,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 35,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 37,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 39,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 41,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 46,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
TXD 47,WAN2,MATCH,Longview Cable,Longview Cable TV,Yes,Updated
TXD 48,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 52,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 54,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 56,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 57,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 61,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 64,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 66,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 69,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 73,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 74,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 75,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 79,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 83,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 88,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXD 89,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
TXD 90,WAN2,MATCH,CenturyLink/Embarq,CenturyLink,Yes,Updated
TXD 91,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
TXD 92,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
TXD 96,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
TXE 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXE 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXE 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXE 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXE 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXE 07,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH_00,WAN2,MATCH,Comcast,Comcast,Yes,Updated
TXH 01,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
TXH 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 12,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 15,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 18,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 21,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 27,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 29,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 30,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 31,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 37,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 59,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 67,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 78,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 84,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 88,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 90,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXH 93,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
TXH 94,WAN2,MATCH,Consolidated Communications,"Consolidated Communications, Inc.",Yes,Updated
TXL 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXL 03,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXL 04,WAN2,MATCH,Vexus Fiber,Vexus Fiber,Yes,Updated
TXL 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXM 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXN 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXO 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 06,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 07,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 11,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 15,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 17,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 19,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 20,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 21,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 22,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 27,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXS 28,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
TXW 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXW 04,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXW 05,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXW 07,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
TXW 08,WAN2,MATCH,Unite Private Networks,Unite Private Networks LLC.,Yes,Updated
UTS 03,WAN2,MATCH,EB2-Lumen DSL,CenturyLink,Yes,Updated
UTS 04,WAN2,MATCH,EB2-Lumen DSL,CenturyLink,Yes,Updated
UTS 06,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
UTS 18,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
UTS 22,WAN2,MATCH,CenturyLink/Qwest,CenturyLink Communications,Yes,Updated
VAB 06,WAN2,MATCH,EB2-Verizon Fiber,Verizon,Yes,Updated
VAB 07,WAN2,MATCH,Cox Business/BOI,Cox Communications,Yes,Updated
VAR 05,WAN2,MATCH,Comcast Workplace,Comcast,Yes,Updated
VAT 01,WAN2,MATCH,Point Broadband,Point Broadband Fiber Holding,Yes,Updated
WAS 19,WAN2,MATCH,EB2-Centurylink DSL,CenturyLink,Yes,Updated
WAS 27,WAN2,MATCH,CenturyLink/Qwest,CenturyLink,Yes,Updated
WIA 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
WIC 01,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
WIE 01,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
WIE 02,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
WIL 01,WAN2,MATCH,MetroNet,Metronet,Yes,Updated
WIM 02,WAN2,MATCH,AT&T Broadband II,AT&T,Yes,Updated
WYO 03,WAN2,MATCH,Spectrum,Charter Communications,Yes,Updated
ALS 02,WAN2,MISMATCH,Brightspeed,CenturyLink,No,Skipped
ARL 02,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
ARL 06,WAN2,MISMATCH,Brightspeed,Optimum,No,Skipped
ARO 01,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
ARO 02,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
ARO 06,WAN2,MISMATCH,Cox Business/BOI,"AT&T Enterprises, LLC",No,Skipped
AZF 02,WAN2,MISMATCH,Lightpath ,Optimum,No,Skipped
AZK 01,WAN2,MISMATCH,Allo Communications,Customer Public IP Range at KGM01,No,Skipped
AZP 22,WAN2,MISMATCH,EB2-Centurylink DSL,"Ocotillo Technologies, Inc.",No,Skipped
AZT 12,WAN2,MISMATCH,Lumen Qwest,Micro Import Service,No,Skipped
AZT 13,WAN2,MISMATCH,GTT/ESA2 ADSL,CenturyLink,No,Skipped
AZT 14,WAN2,MISMATCH,Login,"Login, Inc.",No,Skipped
AZY 02,WAN2,MISMATCH,Allo Communications,Charter Communications,No,Skipped
CAL 01,WAN2,MISMATCH,EB2-Frontier Fiber,Frontier Communications,No,Skipped
CAL 04,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
CAL 09,WAN2,MISMATCH,EB2-Frontier Fiber,Frontier Communications,No,Skipped
CAL 23,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
CAL 35,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
CAL 41,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
CAL 43,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
CAL 44,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
CAL 47,WAN2,MISMATCH,EB2-Frontier Fiber,"Skyriver Communications, Inc.",No,Skipped
CAL 50,WAN2,MISMATCH,Spectrum,Frontier Communications,No,Skipped
CAN 03,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
CAN 14,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
CAN 23,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
CAN 24,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
CAN 28,WAN2,MISMATCH,EB2-Frontier Fiber,Comcast,No,Skipped
CAN 31,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
CAN 37,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
CAN 53,WAN2,MISMATCH,Vast Networks,Comcast,No,Skipped
CAN 55,WAN2,MISMATCH,Succeed-net,Succeed.Net,No,Skipped
CAN 58,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
CAO 03,WAN2,MISMATCH,EB2-Frontier Fiber,Frontier Communications,No,Skipped
CAO 06,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
CAS 03,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
CAS 04,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
CAS 05,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
CAS 08,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
CAS 14,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
CAS 18,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
CAS 25,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
CAS 28,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
CAS 34,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
CAS 38,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
CAS 44,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
CAS 50,WAN2,MISMATCH,EB2-Frontier Fiber,Frontier Communications,No,Skipped
COD 26,WAN2,MISMATCH,EB2-Centurylink DSL,Western Disposal,No,Skipped
COD 35,WAN2,MISMATCH,Comcast Workplace,"Live Wire Networks, Inc",No,Skipped
CON 03,WAN2,MISMATCH,FORT COLLINS CONNEXION,Comcast,No,Skipped
COS 05,WAN2,MISMATCH,Unite Private Networks,Comcast,No,Skipped
FLG 02,WAN2,MISMATCH,Ocala Fiber Network,Cox Communications,No,Skipped
FLJ 06,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
FLJ 09,WAN2,MISMATCH,AT&T Broadband II,Cisco Test,No,Skipped
FLO 03,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
FLO 07,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
GAA 03,WAN2,MISMATCH,AT&T Broadband II,"Comcast Cable Communications, LLC",No,Skipped
GAA 08,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
GAA 19,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
GAA 33,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
GAA 34,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
GAA 35,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
GAA 36,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
GAA 37,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
GAA 38,WAN2,MISMATCH,EB2-Hargray Cable,"Hargray Communications Group, Inc.",No,Skipped
GAA 40,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
GAA 44,WAN2,MISMATCH,EB2-Windstream Fiber,Windstream Communications LLC,No,Skipped
GAA 45,WAN2,MISMATCH,AT&T Broadband II,Mediacom Communications Corporation,No,Skipped
GAA 46,WAN2,MISMATCH,Mediacom/BOI,AT&T,No,Skipped
GAE 01,WAN2,MISMATCH,EB2-Hargray Cable,"Hargray Communications Group, Inc.",No,Skipped
GAS 01,WAN2,MISMATCH,AT&T Broadband II,Mediacom Communications Corporation,No,Skipped
IAD 02,WAN2,MISMATCH,MetroNet,Mediacom Communications Corporation,No,Skipped
IAF 01,WAN2,MISMATCH,Fort Dodge Fiber,Mediacom Communications Corporation,No,Skipped
IAI 01,WAN2,MISMATCH,Metronet,Mediacom Communications Corporation,No,Skipped
IAN 01,WAN2,MISMATCH,Cedar Falls Utilities,"The Municipal Communications Utility of the City of Cedar Falls, Iowa",No,Skipped
IAQ 02,WAN2,MISMATCH,MetroNet,DVNPIAAAG03 public /32 pools,No,Skipped
IAS 01,WAN2,MISMATCH,MetroNet,"CABLE ONE, INC.",No,Skipped
IDB 04,WAN2,MISMATCH,EB2-CableOne Cable,CenturyLink,No,Skipped
IDB 06,WAN2,MISMATCH,Direct Communications,"CABLE ONE, INC.",No,Skipped
IDN 01,WAN2,MISMATCH,EB2-Ziply Fiber,Ziply Fiber,No,Skipped
ILC 03,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
ILC 07,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
ILC 17,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
ILC 22,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
ILS 01,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
ILW 01,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
INC 02,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
INF 03,WAN2,MISMATCH,MetroNet,Comcast,No,Skipped
INF 04,WAN2,MISMATCH,EB2-Frontier Fiber,"Frontier Communications of America, Inc.",No,Skipped
INI 02,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
INL 01,WAN2,MISMATCH,MetroNet,Comcast,No,Skipped
KSK 03,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
KSK 04,WAN2,MISMATCH,AT&T Broadband II,Charter Communications Inc,No,Skipped
KSW 01,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
KYE 01,WAN2,MISMATCH,EB2-Windstream Fiber,Comcast Cable Communications,No,Skipped
KYL 01,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
MIB 01,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
MID 20,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
MID 25,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
MIF 26,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
MIG 23,WAN2,MISMATCH,EB2-Frontier Fiber,Frontier Communications,No,Skipped
MIP 01,WAN2,MISMATCH,Winn Telecom,Charter Communications,No,Skipped
MIT 26,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
MNM 12,WAN2,MISMATCH,Metronet,Charter Communications,No,Skipped
MNM 15,WAN2,MISMATCH,Metronet,Jaguar Communications,No,Skipped
MNM 20,WAN2,MISMATCH,MetroNet,Charter Communications,No,Skipped
MNM 27,WAN2,MISMATCH,CTC,CONSOLIDATED TELEPHONE COMPANY,No,Skipped
MOK 01,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
MOK 07,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
MOR 01,WAN2,MISMATCH,EB2-Sparklight Cable,"Fidelity Cablevision, LLC",No,Skipped
MOS 01,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
MOS 06,WAN2,MISMATCH,Spectrum,AT&T,No,Skipped
MOS 08,WAN2,MISMATCH,Brightspeed,CenturyLink,No,Skipped
MOS 12,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
NCC 03,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
NCC 11,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
NCC 13,WAN2,MISMATCH,Lumos Networks,"North State Telephone, LLC",No,Skipped
NCC 15,WAN2,MISMATCH,EB2-Windstream Fiber,Charter Communications,No,Skipped
NCC 20,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
NCC 28,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
NCC 40,WAN2,MISMATCH,EB2-Windstream Fiber,Windstream Communications,No,Skipped
NCC 43,WAN2,MISMATCH,EB2-Windstream Fiber,Charter Communications,No,Skipped
NCC 46,WAN2,MISMATCH,Windstream,Charter Communications,No,Skipped
NCN 01,WAN2,MISMATCH,Brightspeed,CenturyLink,No,Skipped
NEG 01,WAN2,MISMATCH,Allo Communications,Charter Communications,No,Skipped
NEL 01,WAN2,MISMATCH,Allo Communications,Charter Communications,No,Skipped
NEO 01,WAN2,MISMATCH,Great Plains Communications,Cox Communications,No,Skipped
NEO 03,WAN2,MISMATCH,Great Plains Communications,Cox Communications,No,Skipped
NEO 04,WAN2,MISMATCH,Great Plains Communications,Cox Communications,No,Skipped
NEO 05,WAN2,MISMATCH,EB2-Centurylink DSL,Malinda Jepsen,No,Skipped
NEO 06,WAN2,MISMATCH,EB2-Centurylink DSL,Diane Allen,No,Skipped
NEO 07,WAN2,MISMATCH,Great Plains Communications,Cox Communications,No,Skipped
NMA 01,WAN2,MISMATCH,Unite Private Networks,Comcast,No,Skipped
NMA 11,WAN2,MISMATCH,Tularosa Basin Telephone Company,DISCOUNT TIRE ,No,Skipped
NMC 01,WAN2,MISMATCH,Plateau Telecommunications,Optimum,No,Skipped
NMH 01,WAN2,MISMATCH,EB2-TDS Cable,Frontier Communications,No,Skipped
NMR 01,WAN2,MISMATCH,Plateau Telecommunications,"CABLE ONE, INC.",No,Skipped
NMS 03,WAN2,MISMATCH,"NMSurf, Inc.",Comcast,No,Skipped
NVR 05,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
OHC 06,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
OHC 08,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
OHL 01,WAN2,MISMATCH,Telephone Service Company (TSC),Hanson Communications - Ohio,No,Skipped
OHN 01,WAN2,MISMATCH,EB2-Windstream Fiber,Windstream Communications LLC,No,Skipped
OHN 04,WAN2,MISMATCH,Spectrum,Windstream Communications LLC,No,Skipped
OHS 02,WAN2,MISMATCH,Altafiber,NCS,No,Skipped
OHS 05,WAN2,MISMATCH,Altafiber,Fuse Internet Access,No,Skipped
OKO 04,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
OKO 06,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
OKO 12,WAN2,MISMATCH,BluePeak Communications ,AT&T,No,Skipped
OKO 13,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
OKO 14,WAN2,MISMATCH,AT&T Broadband II,Vyve Broadband,No,Skipped
OKT 01,WAN2,MISMATCH,EB2-Windstream Fiber,Windstream Communications,No,Skipped
OKT 02,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
OKT 03,WAN2,MISMATCH,AT&T Broadband II,Cox Communications,No,Skipped
OKT 08,WAN2,MISMATCH,EB2-Windstream Fiber,Windstream Communications LLC,No,Skipped
ORP 10,WAN2,MISMATCH,HiLight Internet,Comcast,No,Skipped
PAC 01,WAN2,MISMATCH,Comcast Workplace,Breezeline,No,Skipped
PAP 01,WAN2,MISMATCH,EB2-Penteledata Cable,PenTeleData House Account,No,Skipped
SCC 02,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
SCC 07,WAN2,MISMATCH,Comporium Com DIA,"Comporium,",No,Skipped
SCC 08,WAN2,MISMATCH,EB2-Windstream Fiber,Windstream Communications LLC,No,Skipped
SCC 09,WAN2,MISMATCH,Comporium Com,Rock Hill Telephone Company,No,Skipped
SCC 15,WAN2,MISMATCH,Farmers Telephone Cooperative (FTC),Charter Communications,No,Skipped
SCC 17,WAN2,MISMATCH,EB2-Frontier Fiber,Charter Communications,No,Skipped
TNM 04,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TNN 08,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TNN 14,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TNN 15,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXA 07,WAN2,MISMATCH,Astound,Grande Communications SAN MARCOS Static,No,Skipped
TXA 09,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXA 13,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXC 06,WAN2,MISMATCH,AT&T Broadband II,Optimum,No,Skipped
TXC 07,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXC 11,WAN2,MISMATCH,EB2-CableOne Cable,"CABLE ONE, INC.",No,Skipped
TXC 15,WAN2,MISMATCH,EB2-CableOne Cable,New Wave Communications,No,Skipped
TXC 18,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXC 19,WAN2,MISMATCH,Vexus,Charter Communications,No,Skipped
TXC 21,WAN2,MISMATCH,Big Bend Telephone,Charter Communications,No,Skipped
TXD 08,WAN2,MISMATCH,EB2-Frontier Fiber,Frontier Communications Corporation,No,Skipped
TXD 11,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 22,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 26,WAN2,MISMATCH,AT&T Broadband II,Charter Communications Inc,No,Skipped
TXD 28,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 38,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 40,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 42,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 44,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 45,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 50,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 51,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 58,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 59,WAN2,MISMATCH,EB2-Frontier Fiber,Frontier Communications,No,Skipped
TXD 63,WAN2,MISMATCH,EB2-Windstream Fiber,"CABLE ONE, INC.",No,Skipped
TXD 67,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXD 77,WAN2,MISMATCH,EB2-Frontier Fiber,Frontier Communications,No,Skipped
TXD 81,WAN2,MISMATCH,EB2-Frontier Fiber,Charter Communications,No,Skipped
TXD 94,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXH 10,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 20,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 33,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 39,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 43,WAN2,MISMATCH,AT&T Broadband II,Optimum,No,Skipped
TXH 53,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 58,WAN2,MISMATCH,Spectrum,Comcast,No,Skipped
TXH 60,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 61,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 62,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXH 66,WAN2,MISMATCH,AT&T Broadband II,PPO CHECK,No,Skipped
TXH 69,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXH 72,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 77,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 81,WAN2,MISMATCH,Metronet,"JAB Wireless, INC.",No,Skipped
TXH 87,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 89,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXH 92,WAN2,MISMATCH,Brightspeed,"CenturyLink Communications, LLC",No,Skipped
TXH 95,WAN2,MISMATCH,AT&T Broadband II,Comcast,No,Skipped
TXL 01,WAN2,MISMATCH,Vexus,Optimum,No,Skipped
TXM 03,WAN2,MISMATCH,AT&T Broadband II,Optimum,No,Skipped
TXO 01,WAN2,MISMATCH,EB2-CableOne Cable,"CABLE ONE, INC.",No,Skipped
TXS 09,WAN2,MISMATCH,Spectrum,STARBUCKS,No,Skipped
TXS 13,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXS 14,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXS 16,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXS 18,WAN2,MISMATCH,EB2-Windstream Fiber,Windstream Communications LLC,No,Skipped
TXS 23,WAN2,MISMATCH,GVTC Communications,"Guadalupe Valley Telephone Cooperative,",No,Skipped
TXS 26,WAN2,MISMATCH,GVTC Communications,Charter Communications,No,Skipped
TXS 29,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXS 30,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXS 31,WAN2,MISMATCH,AT&T Broadband II,Charter Communications,No,Skipped
TXW 01,WAN2,MISMATCH,AT&T Broadband II,Optimum,No,Skipped
